Application_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Type,Channel,Status,Decision_Time_Hours
13565,994,2024-08-13,2419016,Mortgage,Online,Approved,36
13566,2506,2025-12-07,2630570,Mortgage,Branch,Rejected,57
13567,1763,2021-05-23,2745978,Mortgage,Online,Approved,45
13568,2041,2024-08-08,3635607,SME,Branch,Approved,34
13569,1130,2022-02-25,445088,Mortgage,Branch,Approved,69
13570,892,2021-03-26,3685956,SME,Branch,Approved,35
13571,1207,2021-11-14,929454,Personal,Branch,Approved,42
13572,1941,2023-05-13,284903,Mortgage,Branch,Rejected,53
13573,2268,2024-06-11,664762,Mortgage,Branch,Approved,43
13574,1336,2022-12-10,4456259,Mortgage,Branch,Pending,43
13575,2644,2023-05-17,4385765,Mortgage,Online,Approved,50
13576,270,2021-03-24,4749324,SME,Branch,Rejected,36
13577,565,2021-04-06,1924856,Personal,Branch,Approved,55
13578,1378,2023-09-02,4200704,Mortgage,Online,Approved,32
13579,2305,2025-01-25,595845,Mortgage,Branch,Rejected,38
13580,1867,2023-06-20,2899210,Mortgage,Online,Rejected,42
13581,2113,2023-06-23,1632981,SME,Online,Rejected,43
13582,1075,2023-11-24,2543304,Mortgage,Branch,Approved,43
13583,2936,2021-03-14,4225382,Personal,Online,Approved,62
13584,718,2024-03-24,2495084,Mortgage,Branch,Rejected,39
13585,629,2021-09-12,2443416,Personal,Branch,Pending,60
13586,913,2021-05-18,4992970,SME,Online,Approved,45
13587,1367,2024-04-29,2067986,Personal,Online,Approved,61
13588,1535,2025-03-07,913237,Mortgage,Online,Rejected,29
13589,2325,2023-06-16,4081883,Mortgage,Online,Approved,36
13590,1017,2024-01-07,4914987,Personal,Online,Approved,47
13591,2928,2023-01-21,3857469,SME,Online,Approved,60
13592,1098,2024-01-27,2078870,Personal,Branch,Approved,55
13593,377,2025-06-07,2802348,Personal,Online,Rejected,70
13594,1246,2021-06-10,1312668,Personal,Branch,Approved,44
13595,204,2024-05-11,2494984,Mortgage,Online,Approved,31
13596,1674,2025-05-05,3572941,Mortgage,Online,Approved,48
13597,1340,2023-07-19,3252513,SME,Online,Approved,28
13598,1836,2021-05-15,3015016,SME,Branch,Approved,16
13599,2797,2021-05-04,1019580,Personal,Branch,Rejected,49
13600,1196,2022-11-15,326754,SME,Online,Approved,56
13601,1007,2022-10-17,611273,Mortgage,Branch,Approved,77
13602,2028,2025-07-19,1810090,Personal,Online,Approved,41
13603,1495,2023-02-07,1042768,Personal,Online,Rejected,66
13604,967,2021-01-18,2323980,Mortgage,Branch,Approved,33
13605,1795,2023-05-27,4169375,Personal,Online,Approved,43
13606,1456,2024-01-25,1424368,SME,Branch,Approved,60
13607,515,2025-10-07,191041,Mortgage,Branch,Rejected,46
13608,1394,2021-01-07,1964515,SME,Branch,Approved,60
13609,323,2022-12-22,3383465,SME,Online,Pending,48
13610,2394,2022-12-22,261999,SME,Branch,Rejected,27
13611,548,2022-10-04,686012,Personal,Online,Approved,58
13612,1099,2025-07-26,2823657,SME,Online,Rejected,64
13613,1672,2024-10-09,2397223,Personal,Online,Approved,33
13614,1973,2023-04-18,2524100,SME,Online,Approved,58
13615,1951,2024-11-09,1114657,Mortgage,Branch,Rejected,47
13616,2633,2025-03-14,4141249,SME,Online,Approved,63
13617,1035,2023-09-26,2788892,Personal,Branch,Rejected,28
13618,1165,2024-10-01,1352587,SME,Online,Approved,33
13619,2501,2025-01-09,4414234,SME,Branch,Rejected,27
13620,1325,2024-11-21,3708321,Personal,Branch,Rejected,36
13621,2701,2022-02-25,4844004,SME,Online,Approved,45
13622,33,2023-11-25,3724522,Mortgage,Branch,Approved,38
13623,2841,2024-01-16,2734261,Mortgage,Online,Pending,29
13624,1009,2021-10-20,119288,SME,Online,Approved,37
13625,951,2025-08-22,764288,Mortgage,Online,Approved,55
13626,2875,2025-10-02,316527,Mortgage,Branch,Approved,64
13627,1339,2024-03-07,4886210,Personal,Branch,Approved,49
13628,957,2022-11-23,894192,SME,Branch,Approved,61
13629,808,2025-01-20,2023828,SME,Online,Rejected,34
13630,1790,2022-11-30,405932,Mortgage,Online,Pending,40
13631,1029,2021-09-13,970662,Mortgage,Online,Approved,49
13632,2729,2023-02-24,4531476,Personal,Online,Rejected,19
13633,1881,2024-04-14,1883493,Mortgage,Online,Approved,51
13634,154,2021-04-21,560785,SME,Branch,Approved,36
13635,758,2025-11-14,4605233,Mortgage,Online,Rejected,51
13636,1292,2023-11-23,2762306,SME,Online,Pending,47
13637,2520,2023-03-29,229732,Mortgage,Online,Rejected,51
13638,173,2023-06-11,4414894,Mortgage,Branch,Approved,64
13639,1114,2024-02-11,2183234,Mortgage,Branch,Rejected,60
13640,1533,2023-02-02,4552041,Mortgage,Branch,Rejected,56
13641,1719,2023-10-20,4994788,SME,Online,Rejected,36
13642,1566,2023-09-25,2569157,SME,Online,Rejected,34
13643,1544,2024-12-07,788120,Personal,Online,Approved,51
13644,1097,2021-11-19,3050263,Personal,Online,Approved,63
13645,216,2022-08-26,4573993,SME,Branch,Approved,39
13646,1831,2023-04-13,2856643,Personal,Online,Rejected,49
13647,2256,2021-05-11,1436743,Mortgage,Branch,Approved,58
13648,2980,2025-10-06,815802,SME,Online,Pending,60
13649,2762,2023-11-25,1681330,Mortgage,Branch,Rejected,52
13650,2142,2022-03-20,1095991,Personal,Online,Approved,40
13651,1887,2025-07-20,2863114,Personal,Branch,Rejected,36
13652,1614,2025-07-22,566254,Personal,Branch,Rejected,57
13653,1666,2025-10-20,4132325,SME,Online,Approved,61
13654,948,2022-08-30,1015947,Personal,Branch,Approved,33
13655,1079,2025-02-02,906198,Personal,Online,Approved,42
13656,2815,2023-07-28,3842708,Personal,Branch,Pending,26
13657,1745,2022-09-29,4742316,Personal,Online,Approved,56
13658,1759,2023-01-03,3703806,SME,Online,Approved,70
13659,1437,2022-11-16,1625248,SME,Online,Approved,56
13660,1310,2021-07-30,4687559,SME,Branch,Pending,65
13661,2327,2023-01-24,4755874,Mortgage,Branch,Rejected,43
13662,2284,2022-04-14,2477333,Personal,Online,Approved,54
13663,2799,2025-04-19,274736,SME,Online,Rejected,55
13664,2125,2023-07-20,3228608,Mortgage,Branch,Approved,68
13665,403,2023-08-12,1401819,Personal,Branch,Approved,44
13666,523,2021-10-29,2464486,Personal,Online,Approved,72
13667,1671,2023-04-08,4747130,Mortgage,Online,Pending,54
13668,879,2023-04-01,3751010,Personal,Branch,Rejected,87
13669,2206,2023-02-04,1295582,Mortgage,Branch,Approved,46
13670,895,2021-04-03,2535563,Personal,Online,Pending,61
13671,690,2022-06-23,2335613,SME,Branch,Approved,64
13672,1140,2023-01-10,255098,Mortgage,Branch,Approved,37
13673,662,2025-12-23,2309416,SME,Online,Rejected,54
13674,770,2021-01-11,1766738,Mortgage,Branch,Approved,44
13675,1768,2021-06-19,2798409,SME,Online,Approved,49
13676,482,2024-02-10,2623493,Mortgage,Online,Approved,37
13677,1135,2023-09-13,3510337,Personal,Branch,Rejected,49
13678,1036,2023-02-21,3042217,Mortgage,Branch,Rejected,61
13679,701,2025-06-16,3070548,Personal,Branch,Approved,39
13680,1040,2024-04-16,2496158,Mortgage,Branch,Rejected,46
13681,76,2022-09-02,2505856,Mortgage,Branch,Approved,51
13682,95,2021-08-10,516661,Personal,Branch,Approved,53
13683,2195,2025-11-01,1078709,Mortgage,Online,Approved,51
13684,2237,2022-08-02,1773519,SME,Online,Approved,48
13685,890,2021-04-04,4765396,Mortgage,Online,Approved,57
13686,1672,2022-04-08,3365573,Personal,Branch,Approved,49
13687,2461,2021-10-03,1837004,Mortgage,Online,Pending,40
13688,553,2023-04-20,1330977,Personal,Online,Approved,45
13689,2271,2022-06-29,487189,Mortgage,Online,Approved,36
13690,1584,2025-03-21,3324924,Personal,Online,Approved,47
13691,1299,2024-11-09,3292055,Mortgage,Online,Approved,37
13692,2918,2023-10-18,4358380,SME,Online,Approved,46
13693,1814,2022-08-17,1224816,Personal,Branch,Pending,51
13694,1298,2022-03-15,3759794,SME,Branch,Rejected,47
13695,2706,2022-03-21,962787,Personal,Branch,Approved,50
13696,131,2025-02-19,817325,Mortgage,Online,Approved,28
13697,742,2024-11-05,961091,SME,Online,Approved,40
13698,435,2024-09-18,2214832,Mortgage,Branch,Approved,46
13699,240,2021-02-03,4287640,Personal,Branch,Approved,42
13700,1991,2025-01-02,2916207,Mortgage,Online,Rejected,49
13701,314,2023-06-24,3549810,SME,Online,Approved,57
13702,1369,2021-09-28,507146,SME,Online,Rejected,72
13703,1974,2022-11-19,3364996,SME,Online,Pending,55
13704,1867,2024-06-09,1860971,SME,Online,Rejected,53
13705,400,2024-06-18,369320,Personal,Branch,Rejected,55
13706,998,2023-01-02,4797498,Mortgage,Online,Rejected,41
13707,2236,2023-06-16,374415,Mortgage,Online,Rejected,44
13708,2373,2025-05-02,1756899,Mortgage,Online,Approved,39
13709,343,2024-06-25,3132041,SME,Online,Approved,44
13710,356,2023-09-09,1076332,SME,Branch,Rejected,40
13711,83,2022-12-30,1847026,SME,Online,Approved,58
13712,1088,2023-06-27,425439,Personal,Online,Approved,38
13713,1648,2023-12-20,3878089,SME,Online,Rejected,42
13714,2323,2021-06-03,4712643,SME,Branch,Rejected,73
13715,100,2023-05-10,4723103,Personal,Branch,Approved,57
13716,112,2022-01-23,1310665,Mortgage,Online,Rejected,40
13717,2062,2025-05-02,251154,SME,Online,Approved,33
13718,1377,2023-05-09,3254038,SME,Branch,Approved,44
13719,2554,2022-05-27,4715616,Mortgage,Branch,Approved,33
13720,806,2021-10-25,2035697,Mortgage,Online,Rejected,48
13721,2501,2022-09-03,4698893,Mortgage,Branch,Pending,57
13722,2221,2021-08-14,2955785,Personal,Online,Approved,54
13723,1935,2022-05-28,1716841,Personal,Online,Approved,32
13724,2127,2023-12-10,4034882,Mortgage,Branch,Rejected,45
13725,988,2021-09-25,3714571,Mortgage,Branch,Approved,47
13726,744,2023-03-07,910828,SME,Online,Approved,43
13727,1357,2021-04-25,2538521,SME,Branch,Approved,57
13728,1333,2024-06-17,351194,Personal,Branch,Rejected,63
13729,433,2021-07-07,1471806,SME,Online,Approved,28
13730,2995,2021-01-28,2316627,SME,Branch,Approved,38
13731,718,2023-03-31,3663510,Personal,Online,Rejected,31
13732,1244,2024-11-28,1817922,Personal,Online,Rejected,58
13733,978,2025-05-17,4262233,Personal,Online,Rejected,44
13734,1189,2024-05-16,4144369,Personal,Branch,Pending,21
13735,2125,2025-04-28,1827148,Personal,Online,Approved,67
13736,2414,2025-05-14,650141,Mortgage,Online,Pending,34
13737,206,2025-09-11,953289,Personal,Online,Approved,46
13738,1120,2021-10-16,1131131,SME,Online,Rejected,41
13739,2726,2023-06-08,3829025,SME,Online,Approved,21
13740,782,2022-11-08,1505534,Mortgage,Branch,Rejected,42
13741,2634,2025-12-24,2935060,Personal,Online,Rejected,62
13742,933,2025-12-28,4250246,Personal,Branch,Approved,51
13743,1589,2025-01-07,339863,SME,Branch,Rejected,52
13744,939,2022-04-15,3927030,SME,Online,Approved,43
13745,446,2023-08-27,2828984,Personal,Branch,Approved,57
13746,2227,2025-01-08,2127769,Mortgage,Branch,Rejected,59
13747,1482,2024-05-07,2881665,Personal,Branch,Rejected,21
13748,2074,2022-11-20,3331975,Personal,Branch,Rejected,64
13749,769,2022-06-24,4987075,Mortgage,Branch,Approved,53
13750,1021,2021-01-07,1878489,SME,Branch,Approved,41
13751,1526,2024-09-17,2143315,Personal,Online,Pending,47
13752,2728,2021-10-29,4421028,SME,Online,Approved,50
13753,152,2022-12-23,4222419,Mortgage,Online,Approved,41
13754,495,2021-02-22,2728840,SME,Online,Approved,54
13755,1886,2022-10-11,3922326,Personal,Online,Approved,49
13756,1318,2023-03-27,1594051,Personal,Online,Pending,50
13757,2191,2021-09-14,1329771,Mortgage,Branch,Rejected,45
13758,813,2022-02-15,3871620,Personal,Online,Rejected,45
13759,1932,2023-11-11,3892912,Personal,Online,Approved,33
13760,2706,2025-07-18,4898037,Personal,Branch,Rejected,61
13761,1300,2024-05-01,557480,SME,Online,Rejected,27
13762,2944,2025-10-16,4714437,Mortgage,Online,Rejected,47
13763,2080,2023-08-01,2496574,Mortgage,Branch,Approved,44
13764,1954,2025-04-07,1655909,Personal,Online,Approved,32
13765,1710,2021-09-06,1270715,Personal,Online,Approved,43
13766,1248,2023-08-28,3027505,Personal,Branch,Approved,28
13767,2718,2023-03-06,2505484,Mortgage,Online,Approved,54
13768,457,2024-05-03,3682703,Mortgage,Branch,Rejected,52
13769,2833,2023-04-18,3165355,SME,Online,Rejected,21
13770,2769,2024-10-09,2720167,Personal,Branch,Rejected,43
13771,607,2024-12-23,1376957,Personal,Online,Approved,27
13772,866,2023-12-27,2518494,SME,Online,Rejected,54
13773,2259,2025-10-29,1540755,SME,Online,Approved,50
13774,1913,2021-08-15,3167642,Mortgage,Branch,Rejected,41
13775,2404,2021-07-30,3085432,Mortgage,Branch,Approved,51
13776,1442,2022-07-11,3233134,Mortgage,Online,Approved,50
13777,2864,2025-12-25,1165967,SME,Branch,Approved,29
13778,470,2024-06-02,4048335,SME,Branch,Rejected,67
13779,2326,2024-02-22,2126565,Mortgage,Online,Rejected,74
13780,1253,2022-03-15,1087364,Personal,Online,Pending,50
13781,2433,2021-02-06,2755189,Mortgage,Online,Pending,64
13782,1870,2022-01-30,1580154,SME,Branch,Approved,40
13783,2089,2021-12-19,2659582,Personal,Online,Approved,49
13784,2749,2023-12-01,701030,Mortgage,Branch,Rejected,50
13785,875,2024-10-13,1617044,Personal,Online,Rejected,25
13786,2260,2025-03-30,957462,Mortgage,Online,Approved,55
13787,1295,2024-10-06,937005,Mortgage,Online,Rejected,33
13788,2804,2023-08-21,790468,Personal,Online,Approved,51
13789,1780,2023-10-05,172565,Personal,Online,Approved,64
13790,1233,2024-06-30,4531613,Mortgage,Online,Approved,40
13791,1145,2021-08-27,2435361,Personal,Online,Approved,49
13792,2418,2025-02-20,3915330,SME,Online,Rejected,32
13793,1076,2022-07-31,717045,Mortgage,Online,Pending,27
13794,1367,2021-02-13,3329667,Mortgage,Branch,Rejected,56
13795,2444,2021-07-09,2231508,Mortgage,Online,Rejected,58
13796,455,2025-07-28,1587659,Personal,Branch,Approved,52
13797,2736,2025-02-17,2682853,Mortgage,Online,Approved,53
13798,1743,2024-01-14,4567636,SME,Online,Approved,45
13799,1568,2025-03-09,1038611,SME,Branch,Approved,73
13800,2118,2024-09-24,2754971,Personal,Branch,Rejected,37
13801,2569,2024-06-24,814439,Personal,Branch,Rejected,55
13802,2441,2025-12-19,4072684,Mortgage,Branch,Approved,44
13803,2760,2023-08-31,1434620,Personal,Branch,Approved,38
13804,263,2025-10-14,2222778,SME,Online,Approved,54
13805,443,2023-04-06,3315653,SME,Branch,Rejected,40
13806,1764,2021-12-31,4872702,SME,Online,Approved,56
13807,2818,2025-06-06,3220043,Mortgage,Branch,Approved,40
13808,1064,2023-12-20,519322,Personal,Online,Approved,54
13809,1141,2023-12-26,3237932,SME,Online,Pending,59
13810,2817,2023-08-29,1112129,SME,Branch,Rejected,23
13811,2954,2025-03-01,3330810,Mortgage,Online,Approved,49
13812,2563,2024-05-17,3685727,Mortgage,Online,Approved,57
13813,948,2025-06-26,2172107,Personal,Branch,Rejected,51
13814,1266,2024-03-27,1052235,SME,Branch,Approved,43
13815,2715,2025-04-03,257549,Mortgage,Online,Approved,35
13816,510,2021-03-21,4724333,SME,Branch,Rejected,49
13817,2183,2023-08-04,4107400,Mortgage,Online,Approved,41
13818,172,2022-10-17,1345904,Personal,Branch,Approved,46
13819,2197,2022-10-27,4749234,SME,Branch,Approved,31
13820,1202,2024-12-09,1261734,Mortgage,Online,Approved,82
13821,1217,2025-03-28,4910505,Personal,Online,Pending,38
13822,2609,2024-03-19,2509979,SME,Branch,Approved,54
13823,2592,2023-05-05,3102083,SME,Branch,Rejected,52
13824,303,2022-09-15,4612370,Mortgage,Online,Approved,48
13825,2711,2023-10-19,830571,SME,Online,Approved,62
13826,493,2023-07-13,3956121,Mortgage,Branch,Rejected,53
13827,2139,2023-02-26,1796109,Personal,Online,Rejected,39
13828,1156,2023-10-09,3866619,Mortgage,Branch,Rejected,56
13829,451,2021-09-10,4392006,SME,Branch,Approved,39
13830,1633,2021-04-20,136014,Mortgage,Online,Rejected,22
13831,1385,2023-03-27,4255493,Mortgage,Online,Rejected,51
13832,1095,2024-02-21,1368912,SME,Branch,Pending,72
13833,847,2025-01-05,1604481,SME,Online,Rejected,27
13834,1915,2025-03-08,2153590,SME,Branch,Approved,60
13835,179,2024-07-10,2994455,Personal,Online,Rejected,41
13836,1839,2023-11-12,2502731,SME,Branch,Approved,24
13837,1819,2022-04-19,1730510,Personal,Branch,Pending,51
13838,784,2025-08-24,4620875,Personal,Branch,Pending,40
13839,727,2021-01-28,1467402,Personal,Online,Approved,42
13840,1404,2024-10-04,3462193,Personal,Online,Rejected,52
13841,2500,2024-07-09,2033140,SME,Online,Rejected,67
13842,1632,2024-09-24,2239698,Mortgage,Branch,Approved,50
13843,1520,2021-06-23,1069968,Personal,Online,Approved,57
13844,550,2022-09-29,3735068,Personal,Online,Rejected,31
13845,188,2024-03-28,4969250,SME,Branch,Approved,55
13846,1381,2023-05-09,2632177,SME,Online,Rejected,54
13847,1112,2021-05-18,2842502,Mortgage,Branch,Rejected,52
13848,155,2025-04-27,1051831,Mortgage,Branch,Rejected,37
13849,1034,2024-10-23,353668,Personal,Online,Approved,84
13850,1896,2025-07-12,4020266,Mortgage,Branch,Approved,53
13851,2931,2024-04-15,1437565,Personal,Branch,Rejected,35
13852,1662,2021-12-01,3263212,Personal,Online,Approved,34
13853,2672,2021-03-22,2162841,Personal,Online,Approved,35
13854,1773,2025-09-03,130580,SME,Branch,Approved,60
13855,91,2022-06-04,2916376,SME,Online,Rejected,48
13856,2225,2025-01-25,1122604,Mortgage,Online,Pending,61
13857,936,2022-01-09,1780692,SME,Online,Approved,56
13858,1973,2022-08-20,4148109,Mortgage,Online,Rejected,37
13859,1246,2021-09-05,3738101,Mortgage,Online,Rejected,28
13860,2041,2021-01-14,4792541,SME,Branch,Rejected,50
13861,943,2024-05-12,2076860,Mortgage,Online,Approved,34
13862,2123,2025-05-11,3073215,Mortgage,Online,Rejected,56
13863,386,2024-12-05,4179458,Mortgage,Branch,Approved,52
13864,389,2021-03-10,2266186,SME,Branch,Approved,43
13865,2215,2025-03-23,4600601,Personal,Online,Approved,42
13866,626,2023-03-19,1069100,Mortgage,Branch,Approved,55
13867,505,2024-01-20,1771804,Personal,Online,Pending,49
13868,2928,2024-03-31,4573398,SME,Branch,Approved,34
13869,311,2022-02-15,3413997,Mortgage,Branch,Approved,64
13870,1732,2021-08-08,1369936,Personal,Branch,Pending,50
13871,1259,2022-03-13,751751,Mortgage,Online,Approved,30
13872,600,2023-10-18,1658727,SME,Online,Rejected,49
13873,1339,2023-10-10,1734087,Mortgage,Branch,Approved,52
13874,21,2022-04-07,1938633,Mortgage,Branch,Rejected,36
13875,2337,2024-09-16,2285199,Mortgage,Branch,Rejected,39
13876,2436,2024-06-16,1834378,SME,Online,Rejected,45
13877,255,2024-07-19,2937362,Personal,Online,Approved,46
13878,2930,2025-03-04,2739704,SME,Online,Pending,43
13879,319,2022-06-19,307148,Mortgage,Online,Approved,61
13880,219,2022-07-02,1791447,SME,Online,Approved,58
13881,2869,2021-04-23,2568069,Personal,Online,Rejected,37
13882,1307,2023-07-15,4053767,Mortgage,Branch,Rejected,45
13883,651,2022-11-02,4160856,Mortgage,Online,Approved,37
13884,2511,2022-05-13,3636265,Personal,Branch,Rejected,49
13885,2392,2024-06-06,1127675,Mortgage,Branch,Approved,29
13886,996,2024-01-25,3204659,Personal,Online,Approved,41
13887,2694,2021-12-31,1642766,Mortgage,Online,Approved,65
13888,2386,2022-11-19,194869,Personal,Online,Approved,41
13889,2283,2021-05-23,4015528,Mortgage,Online,Rejected,51
13890,1788,2024-06-27,203793,Personal,Branch,Approved,66
13891,198,2024-04-27,3184090,Personal,Online,Approved,40
13892,138,2023-07-28,4118908,Personal,Branch,Rejected,60
13893,858,2024-10-31,3772455,Personal,Branch,Rejected,57
13894,2481,2025-02-08,4010273,SME,Online,Rejected,41
13895,1573,2021-05-29,1292418,SME,Online,Approved,39
13896,2174,2025-08-11,768603,SME,Online,Approved,53
13897,382,2023-03-20,1307292,Personal,Online,Approved,57
13898,2963,2023-11-15,1010950,Personal,Online,Rejected,45
13899,771,2022-02-24,316565,Personal,Online,Approved,59
13900,2628,2023-09-17,3478729,SME,Online,Rejected,47
13901,261,2023-06-09,4007769,Personal,Online,Approved,45
13902,2434,2023-10-20,3397713,SME,Branch,Approved,67
13903,1540,2024-04-27,1252768,Mortgage,Online,Approved,56
13904,353,2021-01-06,291358,Mortgage,Online,Approved,42
13905,80,2023-11-11,1059061,Mortgage,Online,Approved,58
13906,2474,2022-01-02,469251,Personal,Branch,Approved,72
13907,2420,2022-07-11,3510901,SME,Online,Rejected,36
13908,1326,2025-05-21,1187011,SME,Online,Approved,52
13909,1052,2021-04-27,4740175,SME,Branch,Pending,48
13910,2252,2025-10-10,4909635,SME,Online,Pending,62
13911,2724,2025-02-16,1759184,SME,Branch,Approved,41
13912,1559,2023-09-04,1507830,Mortgage,Online,Pending,39
13913,1398,2025-05-19,2178869,Mortgage,Online,Approved,46
13914,225,2024-12-08,4374566,Mortgage,Branch,Approved,53
13915,1686,2024-12-04,4676223,SME,Online,Approved,39
13916,2068,2025-08-17,1943672,Personal,Branch,Approved,56
13917,2288,2022-07-13,1349750,SME,Branch,Pending,34
13918,2175,2024-02-20,2275394,SME,Online,Approved,70
13919,1854,2022-10-30,4124641,Personal,Branch,Pending,56
13920,1086,2023-04-30,4079219,SME,Online,Approved,14
13921,2974,2025-08-11,2088972,Personal,Online,Approved,50
13922,429,2023-08-31,4694174,SME,Online,Approved,42
13923,1640,2024-07-24,1174336,Mortgage,Branch,Approved,36
13924,1034,2022-06-28,2267250,SME,Branch,Approved,40
13925,9,2024-07-15,3278963,SME,Online,Approved,34
13926,763,2022-10-06,4965543,SME,Online,Approved,47
13927,1408,2023-02-13,1824036,SME,Branch,Approved,33
13928,565,2021-06-30,3637103,Personal,Online,Approved,45
13929,2044,2025-09-06,632404,SME,Branch,Rejected,56
13930,990,2022-01-02,274498,Mortgage,Branch,Approved,58
13931,1994,2023-05-17,2024836,SME,Branch,Approved,46
13932,1096,2021-10-30,2911430,Mortgage,Online,Rejected,47
13933,497,2021-02-19,2552002,SME,Branch,Pending,47
13934,2387,2024-01-31,2398878,Mortgage,Online,Approved,45
13935,2388,2022-01-04,1176313,Personal,Online,Rejected,46
13936,1420,2021-01-19,928095,Mortgage,Branch,Approved,53
13937,711,2021-09-16,621331,Personal,Branch,Approved,41
13938,446,2022-08-08,2233478,Personal,Branch,Approved,36
13939,2000,2021-05-20,245449,SME,Online,Approved,44
13940,1687,2024-07-30,3825525,SME,Branch,Rejected,44
13941,2655,2024-11-25,969543,SME,Online,Rejected,55
13942,483,2022-01-29,4559968,SME,Branch,Pending,34
13943,889,2024-08-15,3072695,Personal,Branch,Rejected,45
13944,888,2024-01-25,1185801,Mortgage,Branch,Approved,44
13945,687,2022-06-17,4063001,Mortgage,Branch,Rejected,45
13946,2035,2021-10-11,3298835,SME,Online,Rejected,52
13947,970,2023-11-28,533435,Personal,Online,Rejected,72
13948,259,2023-10-25,2780254,SME,Online,Approved,42
13949,2475,2021-02-20,3838194,SME,Branch,Approved,27
13950,1877,2024-04-16,1761641,Personal,Online,Rejected,45
13951,2788,2022-04-13,4021046,Personal,Online,Rejected,70
13952,2133,2021-05-13,2425139,Mortgage,Branch,Approved,41
13953,310,2022-07-10,2840988,SME,Online,Rejected,48
13954,278,2021-12-06,2200781,Personal,Online,Rejected,45
13955,1419,2023-12-18,4945862,Personal,Online,Rejected,52
13956,1128,2021-05-10,265480,SME,Online,Approved,62
13957,2916,2025-03-08,4933830,Personal,Branch,Approved,30
13958,282,2022-01-10,2782156,Mortgage,Online,Approved,61
13959,2902,2021-11-20,4704972,Mortgage,Branch,Approved,53
13960,1285,2025-06-26,4014068,SME,Branch,Approved,48
13961,1400,2024-04-02,4916709,SME,Branch,Approved,39
13962,2205,2023-12-28,2738445,Mortgage,Online,Pending,43
13963,1042,2022-05-21,3645029,Personal,Branch,Approved,41
13964,2981,2024-12-26,654454,SME,Branch,Rejected,46
13965,2523,2025-04-22,164343,Mortgage,Online,Rejected,34
13966,1035,2024-10-18,1995397,Personal,Online,Approved,54
13967,623,2022-11-04,2910729,Personal,Online,Rejected,36
13968,1089,2022-07-18,409510,SME,Branch,Approved,53
13969,1936,2021-11-03,651243,Mortgage,Branch,Rejected,62
13970,1799,2022-10-25,4074784,SME,Branch,Approved,52
13971,1307,2023-09-03,1189358,SME,Online,Approved,34
13972,1825,2021-07-25,2148537,Personal,Branch,Approved,34
13973,2425,2021-04-11,2213316,SME,Online,Rejected,50
13974,778,2023-09-20,1922849,Personal,Branch,Rejected,40
13975,1934,2025-09-23,1907462,Personal,Online,Approved,41
13976,2085,2022-02-25,313435,Mortgage,Online,Approved,61
13977,2416,2025-11-07,1912181,Mortgage,Branch,Pending,40
13978,1834,2021-01-15,4361170,Mortgage,Online,Approved,58
13979,1127,2024-07-14,2718758,Personal,Online,Rejected,55
13980,1274,2021-09-19,3408185,Mortgage,Branch,Approved,13
13981,2861,2024-01-11,798213,Mortgage,Online,Approved,41
13982,1597,2021-05-25,737106,Mortgage,Online,Approved,60
13983,584,2022-08-02,4808979,Personal,Branch,Approved,49
13984,195,2022-02-12,1157491,SME,Branch,Pending,44
13985,1577,2023-06-21,2222545,Mortgage,Branch,Pending,52
13986,2506,2025-04-12,2549063,Mortgage,Online,Pending,25
13987,1241,2023-06-13,1025065,SME,Online,Rejected,58
13988,584,2021-12-30,2019116,SME,Branch,Approved,54
13989,2209,2023-09-30,4618817,Mortgage,Branch,Approved,62
13990,641,2025-07-11,4763901,Personal,Branch,Rejected,54
13991,1348,2022-11-07,3067569,SME,Branch,Pending,53
13992,439,2025-01-06,3626617,SME,Online,Approved,50
13993,1386,2023-04-25,3137268,Personal,Branch,Rejected,68
13994,1653,2024-03-12,3776620,Personal,Branch,Approved,59
13995,51,2022-10-01,867665,SME,Online,Approved,52
13996,395,2025-08-15,3224875,SME,Branch,Approved,41
13997,2346,2024-08-16,279000,Mortgage,Online,Approved,51
13998,1303,2022-04-10,3021393,Mortgage,Online,Approved,29
13999,481,2021-09-27,1691764,Personal,Branch,Approved,36
14000,592,2022-07-21,1033283,Personal,Online,Approved,59
14001,2171,2021-02-08,1752213,SME,Online,Approved,32
14002,1364,2025-05-05,3974881,SME,Branch,Rejected,22
14003,531,2024-06-08,4978356,Personal,Branch,Rejected,36
14004,686,2021-11-05,1822038,Mortgage,Online,Pending,74
14005,1192,2025-06-22,546702,Mortgage,Online,Rejected,52
14006,2490,2022-07-08,4354967,SME,Online,Approved,55
14007,1885,2022-08-17,3668565,SME,Branch,Rejected,42
14008,604,2025-07-13,3630489,Mortgage,Branch,Rejected,34
14009,1169,2021-03-27,1603185,Personal,Online,Pending,51
14010,1227,2024-03-05,4711581,Mortgage,Branch,Rejected,41
14011,103,2023-07-25,2488888,SME,Online,Approved,48
14012,435,2023-12-30,1383719,Personal,Branch,Pending,32
14013,549,2022-12-04,2433803,Personal,Online,Rejected,39
14014,2172,2022-04-11,896493,Personal,Online,Rejected,36
14015,1444,2025-05-02,2653210,SME,Branch,Rejected,66
14016,834,2022-01-30,3434759,Mortgage,Branch,Approved,41
14017,596,2023-09-13,2925788,SME,Online,Pending,57
14018,252,2025-04-04,3935841,Mortgage,Branch,Approved,74
14019,1762,2025-06-26,1463134,Mortgage,Branch,Approved,41
