Customer_ID,Parish,Age,Employment_Status,Annual_Income,Risk_Profile,KYC_Status
1060,Clarendon,42,Unemployed,6985941,Medium,Verified
1061,Kingston,23,Employed,4927436,Low,Verified
1062,Kingston,26,Unemployed,6902585,Medium,Pending
1063,Manchester,35,Employed,5893064,Low,Verified
1064,Kingston,47,Self-Employed,3265933,High,Verified
1065,Kingston,30,Self-Employed,5666940,Medium,Verified
1066,Manchester,29,Unemployed,4262511,Medium,Verified
1067,Manchester,53,Employed,1184083,Low,Pending
1068,Clarendon,52,Self-Employed,1331598,Low,Verified
1069,Kingston,68,Employed,6407968,Medium,Verified
1070,Kingston,26,Employed,7569552,Low,Verified
1071,Clarendon,61,Self-Employed,6708631,Medium,Rejected
1072,St. James,56,Employed,3078845,Low,Pending
1073,St. James,22,Self-Employed,1466252,High,Pending
1074,St. James,49,Self-Employed,7825402,Medium,Verified
1075,Clarendon,24,Self-Employed,3850798,Low,Verified
1076,Kingston,21,Employed,3336047,Medium,Rejected
1077,Clarendon,39,Self-Employed,7264143,High,Verified
1078,Clarendon,46,Employed,4124353,Medium,Pending
1079,St. James,45,Self-Employed,4054992,Low,Verified
1080,St. Catherine,30,Self-Employed,5597663,Medium,Verified
1081,Kingston,35,Unemployed,1496362,Low,Verified
1082,St. James,42,Unemployed,7069191,Low,Pending
1083,St. Catherine,68,Unemployed,6427635,Low,Pending
1084,St. Catherine,41,Employed,6113538,Medium,Verified
1085,Manchester,42,Employed,6577020,Low,Verified
1086,Kingston,56,Self-Employed,5261835,High,Rejected
1087,St. Catherine,54,Self-Employed,4335443,Low,Verified
1088,St. James,50,Self-Employed,2732303,Low,Pending
1089,Manchester,45,Self-Employed,3551821,Low,Verified
1090,Kingston,65,Employed,7393594,Low,Verified
1091,Clarendon,48,Self-Employed,7325940,Medium,Verified
1092,St. James,21,Self-Employed,7060798,Low,Verified
1093,St. Catherine,69,Unemployed,1226941,Low,Verified
1094,St. Catherine,65,Self-Employed,4673770,Low,Verified
1095,St. James,24,Self-Employed,5650224,Low,Verified
1096,St. Catherine,27,Self-Employed,1186354,Low,Verified
1097,Manchester,69,Employed,3740149,Medium,Verified
1098,Kingston,29,Unemployed,6306336,Medium,Pending
1099,Manchester,56,Self-Employed,1735709,Medium,Verified
1100,St. Catherine,39,Self-Employed,3285178,Medium,Verified
1101,Clarendon,21,Unemployed,6971979,Medium,Verified
1102,Kingston,30,Self-Employed,7179022,High,Verified
1103,Kingston,56,Employed,7374929,Low,Pending
1104,St. James,29,Self-Employed,6277630,Low,Verified
1105,St. James,65,Employed,7088893,Low,Pending
1106,Clarendon,66,Employed,4053965,Low,Verified
1107,Kingston,62,Self-Employed,2885469,Low,Verified
1108,Clarendon,52,Unemployed,4465632,Medium,Verified
1109,St. James,52,Employed,4322348,Low,Pending
1110,St. James,26,Unemployed,2146365,High,Rejected
1111,Kingston,68,Self-Employed,1936078,Low,Verified
1112,Manchester,58,Employed,1286598,Low,Pending
1113,St. Catherine,37,Self-Employed,5343758,High,Verified
1114,St. James,30,Unemployed,7947507,High,Rejected
1115,St. James,47,Self-Employed,6862825,Low,Verified
1116,Manchester,55,Self-Employed,1333037,Medium,Verified
1117,Manchester,41,Employed,4631871,High,Verified
1118,Clarendon,45,Self-Employed,1384933,Low,Rejected
1119,Clarendon,48,Self-Employed,1013933,Low,Pending
1120,St. Catherine,67,Self-Employed,6096055,High,Rejected
1121,St. Catherine,35,Employed,1801720,Medium,Pending
1122,Kingston,24,Unemployed,7239851,Low,Verified
1123,Clarendon,49,Unemployed,2947914,Medium,Rejected
1124,St. James,29,Self-Employed,7048604,Low,Rejected
1125,Clarendon,47,Employed,3485662,High,Verified
1126,St. James,46,Self-Employed,1227709,Low,Verified
1127,Manchester,39,Unemployed,1055539,High,Verified
1128,Clarendon,48,Employed,7713111,Medium,Rejected
1129,Manchester,37,Unemployed,2550866,Low,Pending
1130,St. Catherine,63,Unemployed,4104513,Low,Pending
1131,St. Catherine,61,Employed,4577173,Medium,Rejected
1132,Kingston,62,Employed,7033107,High,Pending
1133,Clarendon,40,Self-Employed,2602272,Low,Pending
1134,Manchester,65,Self-Employed,6075463,Low,Pending
1135,St. James,60,Unemployed,5647384,Medium,Verified
1136,St. Catherine,59,Employed,4976429,Medium,Verified
1137,St. Catherine,69,Employed,7171400,Low,Verified
1138,St. James,43,Self-Employed,3968097,Medium,Pending
1139,Manchester,67,Unemployed,2835030,Medium,Verified
1140,Manchester,52,Unemployed,2750852,Low,Verified
1141,Clarendon,67,Self-Employed,6034748,Low,Verified
1142,Clarendon,53,Employed,812120,Low,Verified
1143,Kingston,66,Self-Employed,1424135,Medium,Verified
1144,St. Catherine,25,Self-Employed,5617167,Medium,Verified
1145,Clarendon,63,Self-Employed,5539052,Medium,Verified
1146,Manchester,68,Self-Employed,7630707,Low,Verified
1147,St. James,54,Employed,6906428,Low,Verified
1148,Manchester,60,Self-Employed,2853902,High,Verified
1149,St. Catherine,31,Employed,5545920,Low,Verified
1150,Manchester,23,Self-Employed,7962517,Medium,Verified
1151,Kingston,53,Unemployed,3021186,Medium,Verified
1152,St. Catherine,31,Employed,6588773,Low,Verified
1153,St. James,36,Unemployed,6940213,Low,Pending
1154,Kingston,38,Self-Employed,4121613,Low,Verified
1155,St. Catherine,50,Self-Employed,7723985,Low,Verified
1156,St. James,68,Self-Employed,1634030,Medium,Verified
1157,Kingston,30,Employed,5186152,Low,Verified
1158,Kingston,38,Unemployed,3151441,Low,Verified
1159,St. Catherine,58,Employed,6901570,Medium,Verified
1160,Clarendon,39,Employed,3724553,Low,Verified
1161,Kingston,56,Self-Employed,3066598,Medium,Verified
1162,Kingston,33,Unemployed,2576238,Low,Verified
1163,St. James,66,Self-Employed,862784,Low,Pending
1164,Manchester,23,Employed,5927736,Low,Verified
1165,St. Catherine,30,Self-Employed,6064154,Low,Rejected
1166,St. Catherine,58,Unemployed,6697162,High,Verified
1167,Clarendon,21,Self-Employed,5815152,Medium,Verified
1168,Clarendon,47,Unemployed,7308676,Low,Verified
1169,St. Catherine,66,Unemployed,5710662,Low,Pending
1170,Clarendon,28,Self-Employed,3259730,Low,Verified
1171,St. James,66,Employed,5238072,Low,Verified
1172,St. Catherine,62,Self-Employed,2795127,Low,Verified
1173,Clarendon,37,Employed,2541070,Medium,Verified
1174,St. Catherine,29,Employed,2308834,High,Pending
1175,Manchester,26,Self-Employed,1835108,Low,Verified
1176,Kingston,63,Employed,7958646,Medium,Verified
1177,St. Catherine,45,Employed,5137739,High,Verified
1178,Kingston,59,Self-Employed,1278365,Low,Verified
1179,Clarendon,69,Self-Employed,5956371,High,Verified
1180,Kingston,48,Self-Employed,3714212,Medium,Verified
1181,St. Catherine,53,Employed,2874242,Low,Verified
1182,Manchester,57,Unemployed,6032761,High,Rejected
1183,Clarendon,29,Employed,4015400,Low,Verified
1184,St. Catherine,38,Unemployed,2419110,Low,Rejected
1185,Clarendon,41,Self-Employed,5922969,Medium,Verified
1186,St. James,22,Unemployed,1294209,Low,Verified
1187,Kingston,63,Self-Employed,1413398,Low,Verified
1188,St. James,58,Self-Employed,2334230,Low,Pending
1189,St. Catherine,60,Unemployed,7356410,Medium,Verified
1190,Manchester,56,Self-Employed,2563796,Medium,Verified
1191,Clarendon,63,Unemployed,6251151,Medium,Verified
1192,Kingston,57,Self-Employed,5590280,High,Pending
1193,Clarendon,35,Employed,1651980,Low,Verified
1194,St. Catherine,48,Employed,2566299,Low,Verified
1195,Clarendon,38,Self-Employed,5267610,Medium,Verified
1196,Kingston,54,Self-Employed,4820018,Medium,Pending
1197,St. Catherine,42,Unemployed,7689279,Low,Rejected
1198,Clarendon,31,Employed,7491891,Low,Verified
1199,Manchester,33,Unemployed,7686608,High,Verified
1200,St. Catherine,24,Self-Employed,2462656,High,Pending
1201,St. Catherine,42,Self-Employed,5694097,Medium,Pending
1202,Manchester,27,Unemployed,3410366,Low,Verified
1203,St. James,63,Self-Employed,6512946,High,Rejected
1204,Kingston,44,Employed,7873160,High,Verified
1205,St. James,24,Unemployed,6109068,Medium,Verified
1206,Clarendon,48,Employed,2034599,High,Pending
1207,Manchester,35,Employed,6911030,High,Verified
1208,St. James,21,Employed,5756780,High,Rejected
1209,St. Catherine,23,Unemployed,1360846,High,Verified
1210,Clarendon,34,Self-Employed,5123242,Medium,Verified
1211,Clarendon,58,Employed,1995307,Medium,Pending
1212,St. James,21,Employed,7888323,Low,Verified
1213,St. James,58,Employed,3671712,Medium,Verified
1214,Manchester,58,Self-Employed,4917143,Medium,Pending
1215,Kingston,41,Self-Employed,7703538,High,Verified
1216,St. James,68,Unemployed,3777407,Low,Verified
1217,St. James,49,Self-Employed,1655656,Medium,Pending
1218,St. Catherine,25,Unemployed,5460745,Low,Verified
1219,Clarendon,69,Unemployed,7617123,Medium,Rejected
1220,Kingston,30,Unemployed,6675709,Medium,Pending
1221,St. Catherine,48,Unemployed,4366568,Low,Verified
1222,Manchester,41,Unemployed,5479020,Medium,Verified
1223,Manchester,27,Employed,2592363,Low,Rejected
1224,St. James,23,Self-Employed,1438922,Low,Verified
1225,St. James,65,Employed,1577867,Medium,Verified
1226,Manchester,67,Unemployed,4860861,Low,Verified
1227,St. James,40,Self-Employed,6362769,Low,Verified
1228,Kingston,39,Employed,3866461,Low,Verified
1229,St. James,55,Employed,6671083,Low,Rejected
1230,Clarendon,24,Unemployed,6556911,Medium,Pending
1231,St. James,25,Employed,3302884,Low,Verified
1232,St. Catherine,21,Employed,7826238,High,Verified
1233,Kingston,24,Employed,7308371,Low,Verified
1234,St. Catherine,32,Employed,2502424,Low,Verified
1235,St. Catherine,47,Employed,4101643,Low,Pending
1236,Clarendon,62,Unemployed,4975252,Medium,Pending
1237,Kingston,43,Unemployed,1985560,Medium,Pending
1238,Kingston,45,Employed,7309887,High,Verified
1239,Kingston,41,Unemployed,2560968,Medium,Verified
1240,Kingston,44,Unemployed,1746301,Low,Verified
1241,Kingston,45,Self-Employed,5656113,Medium,Verified
1242,Clarendon,65,Employed,5127101,High,Verified
1243,St. James,66,Unemployed,1667838,Low,Rejected
1244,St. Catherine,52,Unemployed,1857880,Low,Pending
1245,Kingston,52,Employed,3887714,Medium,Rejected
1246,St. James,25,Self-Employed,5119859,Low,Pending
1247,St. James,56,Employed,4278192,High,Verified
1248,St. Catherine,66,Self-Employed,2371853,Low,Verified
1249,Clarendon,62,Employed,1268224,Low,Verified
1250,Manchester,69,Employed,3930576,High,Verified
1251,Manchester,62,Employed,4040216,High,Verified
1252,St. James,59,Employed,2107066,Low,Pending
1253,St. Catherine,36,Self-Employed,6380615,High,Verified
1254,Manchester,53,Self-Employed,6400068,Low,Verified
1255,St. James,69,Unemployed,1585890,Low,Verified
1256,Clarendon,41,Employed,4887954,High,Verified
1257,Manchester,29,Self-Employed,6705686,Medium,Verified
1258,St. James,26,Self-Employed,6424328,Low,Verified
1259,St. James,65,Self-Employed,1722229,Low,Verified
1260,Kingston,55,Employed,3638109,Medium,Pending
1261,Clarendon,59,Unemployed,3403441,Low,Verified
1262,Kingston,42,Self-Employed,5606799,Medium,Verified
1263,St. Catherine,61,Employed,998017,Medium,Verified
1264,Kingston,25,Self-Employed,4543757,Low,Rejected
1265,Kingston,62,Self-Employed,6059245,Medium,Verified
1266,Manchester,43,Unemployed,5846528,High,Pending
1267,St. James,37,Self-Employed,7811673,Low,Rejected
1268,Clarendon,32,Self-Employed,3668921,Low,Pending
1269,Kingston,43,Employed,5665368,Low,Verified
1270,Clarendon,36,Employed,7252430,Medium,Verified
1271,Kingston,23,Unemployed,3803225,High,Verified
1272,St. Catherine,50,Employed,3129518,Low,Verified
1273,Kingston,42,Employed,6437291,Low,Verified
1274,Manchester,29,Unemployed,5244623,Low,Rejected
1275,St. James,49,Self-Employed,5834253,Medium,Rejected
1276,St. Catherine,67,Unemployed,5028316,Low,Verified
1277,Kingston,57,Employed,1466775,High,Verified
1278,Clarendon,43,Unemployed,4378478,Low,Rejected
1279,St. Catherine,33,Self-Employed,6588854,Medium,Verified
1280,St. Catherine,52,Unemployed,5502034,Medium,Verified
1281,Kingston,66,Employed,6726983,Medium,Verified
1282,St. Catherine,67,Employed,7123617,Low,Pending
1283,Clarendon,68,Unemployed,1254529,Medium,Verified
1284,St. Catherine,43,Self-Employed,3144218,Low,Pending
1285,Clarendon,65,Unemployed,3661129,Low,Verified
1286,Kingston,37,Self-Employed,6307426,Medium,Verified
1287,St. James,60,Self-Employed,1911766,Medium,Verified
1288,St. Catherine,41,Unemployed,4221147,Low,Verified
1289,St. James,22,Self-Employed,1339203,Low,Verified
1290,Clarendon,57,Employed,2111629,High,Verified
1291,St. Catherine,26,Unemployed,1700542,High,Pending
1292,Manchester,64,Self-Employed,4011636,Low,Verified
1293,St. James,38,Employed,4754780,Medium,Pending
1294,St. Catherine,50,Unemployed,5028416,Low,Rejected
1295,St. James,42,Employed,7820867,Medium,Pending
1296,St. Catherine,53,Employed,6129470,High,Rejected
1297,Kingston,50,Employed,3745759,Low,Verified
1298,St. James,37,Self-Employed,6684640,Medium,Verified
1299,Manchester,63,Unemployed,1094768,Low,Rejected
1300,Manchester,52,Unemployed,4152921,Medium,Pending
1301,Clarendon,62,Self-Employed,861264,Medium,Pending
1302,St. Catherine,34,Unemployed,5894502,High,Verified
1303,St. James,30,Employed,7778774,Low,Verified
1304,Clarendon,67,Unemployed,6962079,Low,Verified
1305,St. James,56,Self-Employed,3259507,Low,Pending
1306,St. Catherine,54,Employed,5638094,High,Verified
1307,Manchester,29,Self-Employed,5437452,Medium,Verified
1308,Kingston,62,Employed,4252097,Medium,Verified
1309,Manchester,48,Employed,7748219,Low,Verified
1310,Clarendon,31,Unemployed,4151191,High,Verified
1311,Kingston,34,Employed,2018284,High,Pending
1312,Clarendon,59,Self-Employed,7888727,Medium,Pending
1313,St. Catherine,67,Unemployed,3880202,Low,Verified
1314,Kingston,39,Self-Employed,6802874,Low,Verified
1315,Clarendon,35,Employed,6183182,Medium,Rejected
1316,St. Catherine,48,Self-Employed,4521993,Medium,Verified
1317,Manchester,44,Self-Employed,2748058,Low,Pending
1318,St. Catherine,28,Employed,5488827,Medium,Verified
1319,St. James,63,Unemployed,7317320,Low,Verified
1320,St. Catherine,29,Self-Employed,6592819,Medium,Verified
1321,St. Catherine,67,Employed,1422207,Medium,Pending
1322,St. James,53,Unemployed,5705536,Low,Verified
1323,Clarendon,53,Unemployed,1442064,Medium,Verified
1324,Clarendon,39,Unemployed,1665630,Low,Verified
1325,St. Catherine,23,Self-Employed,6187691,Low,Verified
1326,St. James,30,Self-Employed,5125001,High,Verified
1327,St. James,60,Self-Employed,3746878,Low,Verified
1328,Manchester,67,Unemployed,7617533,Low,Verified
1329,Clarendon,62,Self-Employed,2785500,Low,Verified
1330,Kingston,21,Employed,3772881,Low,Verified
1331,Clarendon,49,Self-Employed,2109989,Low,Verified
1332,Clarendon,54,Self-Employed,968678,Low,Verified
1333,Manchester,33,Unemployed,5426160,Medium,Verified
1334,Kingston,21,Self-Employed,4850501,Low,Verified
1335,Manchester,54,Employed,6611303,Medium,Verified
1336,Kingston,49,Unemployed,6079947,Low,Verified
1337,St. Catherine,68,Employed,1775924,Low,Verified
1338,Kingston,67,Unemployed,1603789,Low,Verified
1339,Manchester,33,Unemployed,970923,High,Verified
1340,Clarendon,68,Self-Employed,1100406,Medium,Verified
1341,Kingston,69,Employed,1317961,Medium,Pending
1342,Kingston,49,Unemployed,1835598,Low,Pending
1343,St. James,59,Self-Employed,3311902,High,Verified
1344,Clarendon,44,Unemployed,7969158,Low,Verified
1345,St. Catherine,46,Unemployed,4440377,Low,Pending
1346,Manchester,37,Unemployed,963944,Medium,Rejected
1347,St. Catherine,27,Unemployed,3396105,Low,Verified
1348,Clarendon,33,Unemployed,3822345,High,Verified
1349,Kingston,25,Unemployed,3490543,Low,Verified
1350,Kingston,46,Self-Employed,3769852,High,Verified
1351,Clarendon,69,Unemployed,6524827,Medium,Verified
1352,Kingston,23,Employed,7600541,Medium,Verified
1353,Kingston,27,Self-Employed,5556004,Low,Pending
1354,Kingston,69,Employed,2158454,Low,Verified
1355,Manchester,59,Unemployed,7594306,High,Verified
1356,Manchester,21,Employed,4671018,Low,Verified
1357,St. James,69,Unemployed,1870804,Medium,Verified
1358,St. Catherine,37,Unemployed,7212083,High,Verified
1359,Clarendon,63,Self-Employed,3237220,Low,Verified
1360,Clarendon,45,Self-Employed,2903627,Medium,Verified
1361,Clarendon,23,Unemployed,7843907,Medium,Verified
1362,St. James,35,Self-Employed,3898350,Low,Rejected
1363,Manchester,49,Employed,6712968,Low,Verified
1364,St. James,63,Self-Employed,5235686,Low,Verified
1365,Clarendon,52,Self-Employed,5810281,Low,Verified
1366,St. Catherine,46,Employed,7607643,Medium,Verified
1367,Kingston,36,Self-Employed,6010558,Low,Verified
1368,Manchester,45,Unemployed,6796652,High,Verified
1369,Manchester,48,Employed,6759996,Low,Verified
1370,St. James,29,Unemployed,7815591,Medium,Verified
1371,Manchester,21,Employed,4377643,Medium,Pending
1372,Clarendon,49,Unemployed,5424341,Low,Verified
1373,Clarendon,42,Unemployed,3189911,Low,Verified
1374,St. James,36,Self-Employed,2526681,Medium,Verified
1375,Clarendon,61,Unemployed,7354845,High,Pending
1376,St. Catherine,64,Self-Employed,917408,Low,Verified
1377,St. James,61,Employed,1436431,Low,Verified
1378,St. Catherine,27,Unemployed,6985237,Low,Pending
1379,Kingston,34,Unemployed,4235504,Low,Verified
1380,St. Catherine,49,Employed,1599288,Medium,Verified
1381,Kingston,39,Employed,2036541,High,Verified
1382,Kingston,39,Unemployed,2836721,Low,Pending
1383,St. Catherine,22,Employed,2440913,High,Pending
1384,St. James,61,Self-Employed,6887494,Low,Rejected
1385,Clarendon,65,Employed,6963185,Medium,Rejected
1386,Clarendon,35,Employed,6777671,Low,Pending
1387,Kingston,23,Unemployed,6737989,Low,Verified
1388,Kingston,31,Self-Employed,1117798,Low,Pending
1389,St. James,66,Employed,2051222,Low,Verified
1390,Manchester,50,Self-Employed,1290783,Medium,Verified
1391,St. Catherine,60,Self-Employed,5836117,Medium,Verified
1392,Kingston,38,Self-Employed,1907177,Low,Verified
1393,Clarendon,68,Unemployed,7761464,High,Pending
1394,St. James,22,Employed,1586796,Low,Verified
1395,St. Catherine,52,Unemployed,6208520,Medium,Verified
1396,St. James,28,Employed,5459014,Low,Verified
1397,St. Catherine,42,Employed,6312460,Low,Pending
1398,St. Catherine,26,Unemployed,4294585,Low,Verified
1399,Kingston,32,Self-Employed,2792834,Medium,Verified
1400,St. James,67,Self-Employed,4923412,Medium,Verified
1401,St. James,60,Employed,6106175,Low,Verified
1402,Clarendon,56,Unemployed,6448734,Low,Verified
1403,Clarendon,35,Self-Employed,5715379,Low,Verified
1404,Kingston,48,Self-Employed,7160865,Medium,Pending
1405,Kingston,69,Employed,4719736,Medium,Verified
1406,Manchester,65,Employed,5994914,Low,Verified
1407,Clarendon,38,Unemployed,5516302,Low,Verified
1408,St. Catherine,22,Employed,3273055,Medium,Verified
1409,St. James,33,Self-Employed,2127877,Low,Verified
1410,Kingston,65,Self-Employed,7816812,Low,Verified
1411,St. James,35,Self-Employed,4976852,Low,Verified
1412,St. James,40,Self-Employed,3487328,Low,Pending
1413,Manchester,49,Unemployed,7278623,Medium,Verified
1414,Clarendon,62,Unemployed,2699955,Medium,Verified
1415,Kingston,49,Employed,6523218,Low,Verified
1416,St. James,23,Employed,2705888,Medium,Verified
1417,Kingston,39,Employed,4998811,Low,Verified
1418,St. Catherine,23,Unemployed,6932446,High,Verified
1419,Manchester,34,Self-Employed,6086868,Medium,Rejected
1420,St. Catherine,60,Employed,7452021,Medium,Verified
1421,Kingston,24,Self-Employed,1472225,Low,Verified
1422,Kingston,31,Employed,4310463,Low,Pending
1423,Clarendon,51,Employed,2240334,Low,Verified
1424,St. James,63,Employed,2924365,Medium,Pending
1425,St. James,52,Employed,3870610,Low,Verified
1426,St. Catherine,47,Employed,4003178,High,Verified
1427,Manchester,50,Self-Employed,1197693,High,Verified
1428,St. James,63,Employed,4532238,Medium,Pending
1429,Clarendon,22,Self-Employed,2772613,High,Rejected
1430,St. Catherine,69,Unemployed,3415880,Low,Verified
1431,St. Catherine,29,Employed,4624484,Low,Verified
1432,Clarendon,48,Self-Employed,3958483,Low,Verified
1433,Manchester,51,Unemployed,6699105,Medium,Verified
1434,Clarendon,54,Unemployed,4135705,Low,Verified
1435,Manchester,35,Unemployed,6212049,High,Verified
1436,Clarendon,68,Self-Employed,2144091,Low,Verified
1437,Clarendon,45,Employed,7326588,Low,Verified
1438,Kingston,56,Employed,1204470,High,Verified
1439,St. Catherine,28,Self-Employed,5129394,Low,Rejected
1440,Clarendon,29,Employed,1591624,Low,Pending
1441,Clarendon,57,Self-Employed,7879903,Medium,Verified
1442,St. James,68,Employed,5888890,Low,Pending
1443,St. Catherine,65,Unemployed,5718580,Low,Verified
1444,St. James,59,Employed,2401207,Low,Pending
1445,St. Catherine,52,Self-Employed,5850042,Low,Verified
1446,St. James,37,Self-Employed,6048709,High,Verified
1447,Clarendon,55,Unemployed,2407245,High,Pending
1448,Clarendon,57,Self-Employed,3795035,Low,Verified
1449,Kingston,39,Employed,3109305,Low,Rejected
1450,St. James,64,Employed,7371863,Low,Pending
1451,Manchester,49,Unemployed,3656188,High,Rejected
1452,Kingston,27,Self-Employed,3343628,Low,Verified
1453,St. James,48,Unemployed,7003690,Low,Verified
1454,St. James,29,Employed,1284427,Medium,Verified
1455,Kingston,48,Unemployed,3217714,High,Rejected
1456,Clarendon,26,Self-Employed,6789138,Low,Verified
1457,St. James,49,Unemployed,5518740,Low,Verified
1458,Clarendon,37,Self-Employed,4758905,Low,Verified
1459,Kingston,36,Self-Employed,5591506,Low,Verified
1460,Clarendon,43,Employed,6547991,Medium,Verified
1461,St. Catherine,51,Employed,7016217,Medium,Verified
1462,Manchester,23,Employed,4883372,Medium,Pending
1463,St. James,41,Self-Employed,7035291,Low,Verified
1464,Manchester,46,Unemployed,1909229,Low,Pending
1465,Clarendon,56,Self-Employed,4693623,Low,Verified
1466,St. James,62,Employed,5186897,Low,Verified
1467,Clarendon,57,Employed,7431915,Medium,Verified
1468,St. Catherine,42,Unemployed,6336099,Low,Verified
1469,Kingston,62,Employed,6991081,Low,Verified
1470,St. James,32,Employed,2889884,Low,Pending
1471,St. Catherine,62,Employed,5966352,Low,Verified
1472,St. Catherine,33,Unemployed,5004099,Low,Verified
1473,St. James,31,Self-Employed,6631723,High,Verified
1474,Clarendon,36,Employed,4180796,Low,Pending
1475,St. Catherine,28,Unemployed,2311546,Medium,Verified
1476,Manchester,60,Employed,5621699,Low,Verified
1477,St. Catherine,60,Unemployed,7405129,Low,Verified
1478,Clarendon,65,Employed,6972056,High,Rejected
1479,Clarendon,22,Unemployed,2296030,Low,Verified
1480,Manchester,50,Employed,3649090,Medium,Verified
1481,St. Catherine,50,Self-Employed,4112750,Low,Verified
1482,Clarendon,32,Employed,811009,Medium,Pending
1483,St. James,30,Unemployed,5172472,Medium,Verified
1484,Kingston,64,Employed,2523480,High,Pending
1485,Kingston,31,Self-Employed,4499397,High,Verified
1486,Kingston,35,Employed,7481369,Medium,Verified
1487,St. Catherine,36,Unemployed,2791367,Low,Verified
1488,Manchester,37,Unemployed,6369634,Medium,Pending
1489,Clarendon,46,Self-Employed,1130328,Medium,Verified
1490,St. James,22,Unemployed,7524753,Low,Pending
1491,St. James,32,Employed,5209013,Low,Verified
1492,St. Catherine,46,Employed,3508668,High,Rejected
1493,Kingston,43,Employed,5853679,Low,Verified
1494,St. Catherine,38,Unemployed,1800294,Low,Verified
1495,Manchester,52,Employed,3998454,High,Verified
1496,Manchester,69,Employed,6458307,Low,Verified
1497,Clarendon,58,Employed,1746984,Low,Verified
1498,Clarendon,67,Self-Employed,3085362,Medium,Verified
1499,Manchester,23,Unemployed,3642894,Low,Verified
1500,Manchester,58,Unemployed,4250375,Medium,Verified
1501,Manchester,23,Unemployed,6887205,Low,Verified
1502,St. Catherine,50,Self-Employed,977265,Low,Verified
1503,Manchester,21,Unemployed,5842094,Low,Verified
1504,St. James,50,Self-Employed,4026585,High,Verified
1505,Kingston,65,Self-Employed,4328329,Low,Verified
1506,Manchester,52,Unemployed,3836773,Low,Verified
1507,Kingston,48,Employed,6302285,Low,Pending
1508,St. Catherine,41,Employed,5184432,Low,Rejected
1509,Kingston,66,Unemployed,2490792,Low,Verified
1510,St. Catherine,33,Unemployed,2431570,Low,Verified
1511,St. James,47,Self-Employed,2775556,Medium,Verified
1512,St. Catherine,56,Unemployed,4290678,Low,Verified
1513,St. Catherine,27,Self-Employed,5573598,Medium,Verified
1514,Clarendon,42,Unemployed,2460102,Medium,Verified
1515,Manchester,30,Employed,3145170,Low,Verified
1516,Manchester,59,Employed,2311710,Low,Verified
1517,St. James,35,Unemployed,2567091,Medium,Verified
1518,St. James,35,Self-Employed,1632230,Medium,Verified
1519,Manchester,24,Employed,6120151,Low,Verified
1520,Clarendon,52,Self-Employed,1616609,High,Verified
1521,Manchester,43,Unemployed,4435192,Low,Verified
1522,Clarendon,26,Unemployed,5384470,Low,Pending
1523,St. James,44,Employed,7607087,Low,Pending
1524,Kingston,40,Unemployed,4862316,High,Verified
1525,St. James,57,Employed,6387239,Medium,Verified
1526,St. James,40,Self-Employed,3988741,Medium,Verified
1527,St. Catherine,32,Employed,4964133,Low,Verified
1528,St. Catherine,53,Employed,2455464,Low,Verified
1529,St. Catherine,48,Self-Employed,2206819,Low,Verified
1530,St. Catherine,28,Employed,6358474,High,Verified
1531,Clarendon,21,Employed,7476240,Low,Verified
1532,Manchester,57,Unemployed,1678835,Low,Rejected
1533,Kingston,42,Self-Employed,7530054,Low,Pending
1534,St. James,26,Employed,1423578,High,Verified
1535,Clarendon,41,Self-Employed,4077560,Low,Verified
1536,Kingston,52,Self-Employed,3969870,Low,Verified
1537,Clarendon,55,Employed,3269485,Low,Pending
1538,Clarendon,35,Unemployed,5888268,High,Pending
1539,St. James,25,Self-Employed,3831946,High,Rejected
1540,Manchester,66,Employed,7222892,Medium,Verified
1541,St. Catherine,68,Self-Employed,5837657,Low,Pending
1542,Manchester,26,Unemployed,3179093,Low,Verified
1543,St. James,45,Unemployed,6280283,High,Pending
1544,St. James,66,Unemployed,6599703,Low,Pending
1545,St. James,60,Employed,5302748,Low,Verified
1546,Kingston,49,Employed,7107561,Low,Verified
1547,Manchester,27,Unemployed,3560451,High,Pending
1548,Manchester,60,Employed,5598064,Low,Verified
1549,Clarendon,33,Unemployed,1497389,Medium,Verified
1550,Clarendon,58,Employed,6714103,High,Verified
1551,Clarendon,38,Unemployed,7169553,Low,Verified
1552,St. James,22,Self-Employed,5255978,Low,Verified
1553,Manchester,28,Unemployed,7232975,High,Verified
1554,St. James,31,Unemployed,4566176,High,Verified
1555,Kingston,53,Employed,5041244,High,Verified
1556,Clarendon,58,Employed,4973414,Medium,Verified
1557,St. James,68,Employed,5727611,Low,Verified
1558,St. James,47,Employed,7176457,High,Verified
1559,Kingston,40,Employed,4704840,Low,Verified
1560,St. Catherine,32,Employed,4620730,High,Verified
1561,Manchester,63,Self-Employed,3649310,High,Pending
1562,St. Catherine,51,Unemployed,3648411,Medium,Verified
1563,Clarendon,47,Unemployed,4144443,High,Pending
1564,St. James,52,Unemployed,1856504,Medium,Verified
1565,Kingston,30,Self-Employed,3244149,Low,Rejected
1566,Kingston,23,Unemployed,7730358,Medium,Verified
1567,Manchester,65,Self-Employed,3014669,Low,Verified
1568,St. Catherine,47,Self-Employed,2754702,Medium,Verified
1569,Manchester,55,Self-Employed,6449409,Low,Verified
1570,St. James,51,Unemployed,5389079,Low,Verified
1571,Manchester,35,Self-Employed,1899469,High,Verified
