Score_ID,Customer_ID,Score_Value,Risk_Band,Model_Version,Decision
1660,1660,724,Low,v2,Reject
1661,1661,428,Medium,v2,Approve
1662,1662,361,High,v1,Reject
1663,1663,778,Low,v1,Reject
1664,1664,692,Medium,v1,Reject
1665,1665,477,Medium,v1,Approve
1666,1666,594,Low,v1,Reject
1667,1667,710,Low,v1,Approve
1668,1668,405,High,v1,Approve
1669,1669,461,Low,v1,Reject
1670,1670,401,Medium,v1,Reject
1671,1671,611,Low,v2,Approve
1672,1672,579,High,v1,Reject
1673,1673,489,High,v2,Reject
1674,1674,570,Medium,v2,Reject
1675,1675,704,High,v1,Approve
1676,1676,538,Medium,v2,Approve
1677,1677,432,High,v2,Reject
1678,1678,557,High,v2,Approve
1679,1679,513,High,v1,Approve
1680,1680,664,Medium,v1,Approve
1681,1681,403,Low,v1,Approve
1682,1682,453,Low,v1,Reject
1683,1683,456,High,v2,Approve
1684,1684,842,Medium,v2,Reject
1685,1685,487,Low,v1,Approve
1686,1686,838,Low,v1,Approve
1687,1687,301,High,v2,Approve
1688,1688,338,Low,v1,Reject
1689,1689,543,High,v1,Reject
1690,1690,676,High,v1,Reject
1691,1691,481,Low,v2,Reject
1692,1692,362,Low,v2,Approve
1693,1693,413,High,v1,Reject
1694,1694,386,Low,v1,Reject
1695,1695,485,High,v1,Reject
1696,1696,761,High,v2,Approve
1697,1697,819,Medium,v1,Reject
1698,1698,724,Medium,v2,Reject
1699,1699,808,High,v1,Approve
1700,1700,834,Medium,v2,Reject
1701,1701,311,Medium,v2,Approve
1702,1702,479,Low,v1,Reject
1703,1703,674,Medium,v1,Approve
1704,1704,628,Medium,v2,Reject
1705,1705,335,High,v1,Approve
1706,1706,322,Medium,v1,Approve
1707,1707,777,Low,v2,Reject
1708,1708,659,Low,v1,Approve
1709,1709,356,High,v1,Approve
1710,1710,478,High,v1,Approve
1711,1711,638,High,v1,Reject
1712,1712,640,High,v2,Reject
1713,1713,486,Medium,v1,Approve
1714,1714,552,Medium,v2,Reject
1715,1715,687,High,v1,Approve
1716,1716,708,High,v1,Approve
1717,1717,501,Medium,v1,Reject
1718,1718,696,Medium,v2,Approve
1719,1719,626,Low,v2,Approve
1720,1720,328,Low,v2,Approve
1721,1721,771,High,v1,Approve
1722,1722,570,High,v1,Approve
1723,1723,311,Medium,v1,Approve
1724,1724,651,Low,v1,Reject
1725,1725,646,Low,v1,Approve
1726,1726,661,Medium,v1,Approve
1727,1727,779,Low,v2,Approve
1728,1728,398,Low,v2,Approve
1729,1729,715,Medium,v2,Reject
1730,1730,422,Low,v2,Approve
1731,1731,523,Medium,v2,Reject
1732,1732,300,Low,v2,Reject
1733,1733,811,High,v1,Reject
1734,1734,464,High,v2,Approve
1735,1735,397,Medium,v1,Reject
1736,1736,736,High,v2,Approve
1737,1737,706,Low,v2,Approve
1738,1738,365,Low,v1,Reject
1739,1739,798,High,v2,Reject
1740,1740,513,Low,v1,Approve
1741,1741,581,Low,v1,Approve
1742,1742,319,Medium,v1,Approve
1743,1743,352,Low,v1,Approve
1744,1744,506,Medium,v1,Approve
1745,1745,782,Medium,v2,Reject
1746,1746,491,Medium,v1,Reject
1747,1747,360,High,v2,Reject
1748,1748,818,Low,v1,Approve
1749,1749,519,Low,v2,Approve
1750,1750,455,High,v2,Approve
1751,1751,322,High,v2,Approve
1752,1752,481,Low,v2,Approve
1753,1753,574,Medium,v2,Approve
1754,1754,468,Medium,v1,Reject
1755,1755,306,High,v1,Approve
1756,1756,322,Medium,v2,Reject
1757,1757,722,Medium,v1,Reject
1758,1758,687,Low,v1,Approve
1759,1759,602,Low,v1,Reject
1760,1760,498,Low,v2,Reject
1761,1761,671,High,v2,Approve
1762,1762,492,Low,v1,Reject
1763,1763,504,Medium,v1,Reject
1764,1764,482,Low,v2,Reject
1765,1765,740,Low,v1,Approve
1766,1766,653,Medium,v1,Approve
1767,1767,604,High,v2,Reject
1768,1768,665,Medium,v1,Reject
1769,1769,754,Low,v2,Reject
1770,1770,442,Low,v1,Reject
1771,1771,794,High,v2,Approve
1772,1772,457,Medium,v1,Reject
1773,1773,520,High,v1,Approve
1774,1774,807,Low,v1,Approve
1775,1775,714,Medium,v1,Approve
1776,1776,562,Medium,v1,Approve
1777,1777,747,Medium,v2,Approve
1778,1778,624,Medium,v1,Approve
1779,1779,743,High,v2,Approve
1780,1780,408,Low,v2,Reject
1781,1781,340,Low,v1,Approve
1782,1782,361,High,v1,Approve
1783,1783,506,Medium,v2,Reject
1784,1784,385,High,v1,Approve
1785,1785,397,High,v1,Approve
1786,1786,350,High,v1,Reject
1787,1787,762,Low,v1,Approve
1788,1788,408,Low,v1,Reject
1789,1789,497,Low,v2,Approve
1790,1790,754,Medium,v2,Approve
1791,1791,568,High,v1,Reject
1792,1792,742,High,v2,Approve
1793,1793,848,Low,v1,Approve
1794,1794,783,Low,v1,Approve
1795,1795,810,Medium,v1,Reject
1796,1796,501,High,v1,Reject
1797,1797,687,Medium,v2,Approve
1798,1798,785,Medium,v2,Approve
1799,1799,391,High,v2,Reject
1800,1800,598,Low,v2,Reject
1801,1801,340,Medium,v2,Reject
1802,1802,468,High,v1,Approve
1803,1803,765,Low,v2,Approve
1804,1804,714,Low,v1,Approve
1805,1805,558,High,v2,Reject
1806,1806,801,High,v1,Reject
1807,1807,634,High,v1,Approve
1808,1808,582,Low,v2,Reject
1809,1809,695,Medium,v1,Reject
1810,1810,708,Medium,v2,Approve
1811,1811,418,Medium,v2,Reject
1812,1812,785,Medium,v2,Approve
1813,1813,332,Medium,v2,Approve
1814,1814,748,Low,v2,Approve
1815,1815,785,Low,v1,Approve
1816,1816,601,High,v1,Reject
1817,1817,435,Medium,v1,Approve
1818,1818,377,Low,v1,Approve
1819,1819,664,Low,v2,Reject
1820,1820,752,Low,v2,Reject
1821,1821,761,Medium,v1,Reject
1822,1822,425,High,v2,Reject
1823,1823,691,High,v2,Reject
1824,1824,403,Low,v1,Approve
1825,1825,836,High,v1,Approve
1826,1826,627,Medium,v2,Reject
1827,1827,759,Low,v1,Reject
1828,1828,566,Low,v1,Reject
1829,1829,535,Low,v2,Reject
1830,1830,300,High,v1,Reject
1831,1831,446,Medium,v1,Reject
1832,1832,573,High,v1,Reject
1833,1833,572,High,v1,Approve
1834,1834,493,High,v1,Approve
1835,1835,731,High,v1,Approve
1836,1836,758,Low,v1,Reject
1837,1837,568,High,v1,Reject
1838,1838,504,High,v1,Approve
1839,1839,379,High,v1,Approve
1840,1840,540,Low,v1,Approve
1841,1841,424,High,v2,Reject
1842,1842,821,Low,v1,Reject
1843,1843,611,High,v2,Approve
1844,1844,544,Medium,v2,Approve
1845,1845,344,Medium,v1,Approve
1846,1846,422,Medium,v1,Reject
1847,1847,346,High,v2,Reject
1848,1848,494,High,v2,Reject
1849,1849,664,Low,v2,Reject
1850,1850,733,Medium,v1,Approve
1851,1851,826,Medium,v2,Reject
1852,1852,737,High,v1,Approve
1853,1853,611,High,v1,Approve
1854,1854,324,Low,v1,Approve
1855,1855,438,High,v2,Approve
1856,1856,705,Low,v2,Reject
1857,1857,588,High,v1,Approve
1858,1858,605,Low,v2,Approve
1859,1859,442,High,v1,Reject
1860,1860,782,Low,v2,Approve
1861,1861,644,Low,v2,Approve
1862,1862,733,Low,v2,Approve
1863,1863,693,Low,v2,Reject
1864,1864,806,Low,v2,Reject
1865,1865,379,High,v1,Reject
1866,1866,542,Low,v1,Approve
1867,1867,564,Low,v1,Approve
1868,1868,769,Medium,v2,Approve
1869,1869,569,High,v1,Approve
1870,1870,479,High,v2,Reject
1871,1871,591,Low,v1,Reject
1872,1872,449,Medium,v1,Reject
1873,1873,533,High,v2,Reject
1874,1874,797,Medium,v1,Reject
1875,1875,369,Low,v1,Reject
1876,1876,748,Medium,v1,Approve
1877,1877,594,Medium,v2,Reject
1878,1878,519,High,v2,Reject
1879,1879,444,Low,v2,Reject
1880,1880,573,Low,v2,Reject
1881,1881,540,Medium,v2,Reject
1882,1882,724,Medium,v1,Approve
1883,1883,524,Medium,v2,Reject
1884,1884,787,Medium,v2,Approve
1885,1885,477,Medium,v2,Reject
1886,1886,819,Medium,v1,Approve
1887,1887,375,Medium,v1,Approve
1888,1888,837,Low,v2,Reject
1889,1889,775,High,v1,Approve
1890,1890,838,High,v1,Reject
1891,1891,439,High,v1,Approve
1892,1892,634,Low,v1,Reject
1893,1893,555,High,v1,Reject
1894,1894,732,Low,v2,Approve
1895,1895,345,Medium,v1,Reject
1896,1896,712,Medium,v1,Approve
1897,1897,562,Medium,v1,Approve
1898,1898,399,Low,v2,Approve
1899,1899,480,Medium,v2,Approve
1900,1900,595,High,v2,Approve
1901,1901,642,Medium,v2,Approve
1902,1902,825,Medium,v2,Reject
1903,1903,404,High,v1,Reject
1904,1904,768,Medium,v2,Reject
1905,1905,737,Medium,v1,Reject
1906,1906,802,Medium,v2,Approve
1907,1907,336,Low,v2,Reject
1908,1908,301,High,v2,Approve
1909,1909,363,High,v1,Reject
1910,1910,781,Low,v2,Reject
1911,1911,335,High,v2,Approve
1912,1912,457,High,v1,Reject
1913,1913,634,Medium,v1,Reject
1914,1914,569,Low,v1,Approve
1915,1915,417,Low,v1,Reject
1916,1916,823,High,v1,Reject
1917,1917,697,High,v2,Reject
1918,1918,719,Medium,v2,Reject
1919,1919,493,Medium,v1,Reject
1920,1920,752,Low,v1,Approve
1921,1921,746,Low,v2,Approve
1922,1922,323,Low,v1,Approve
1923,1923,347,Medium,v2,Approve
1924,1924,414,Medium,v2,Reject
1925,1925,474,Low,v1,Reject
1926,1926,523,Low,v1,Approve
1927,1927,702,High,v2,Reject
1928,1928,720,High,v1,Reject
1929,1929,563,High,v2,Reject
1930,1930,503,Low,v2,Approve
1931,1931,744,Medium,v1,Reject
1932,1932,500,Low,v2,Approve
1933,1933,455,Medium,v1,Approve
1934,1934,471,Medium,v1,Reject
1935,1935,818,High,v1,Reject
1936,1936,840,High,v1,Approve
1937,1937,650,Low,v1,Approve
1938,1938,437,Medium,v2,Reject
1939,1939,820,High,v2,Reject
1940,1940,359,Low,v2,Approve
1941,1941,362,High,v1,Reject
1942,1942,313,High,v1,Approve
1943,1943,544,Medium,v1,Reject
1944,1944,369,High,v1,Approve
1945,1945,836,Medium,v1,Approve
1946,1946,751,High,v1,Reject
1947,1947,380,High,v1,Approve
1948,1948,532,Low,v2,Reject
1949,1949,709,Medium,v2,Reject
1950,1950,561,Low,v2,Approve
1951,1951,398,Medium,v1,Approve
1952,1952,512,Medium,v1,Reject
1953,1953,750,Low,v2,Reject
1954,1954,715,Medium,v1,Reject
1955,1955,748,High,v2,Approve
1956,1956,823,Medium,v2,Approve
1957,1957,837,Low,v1,Reject
1958,1958,543,High,v1,Reject
1959,1959,429,Low,v1,Approve
1960,1960,577,High,v2,Approve
1961,1961,308,Medium,v2,Reject
1962,1962,389,Medium,v1,Approve
1963,1963,625,Medium,v1,Approve
1964,1964,580,Medium,v2,Reject
1965,1965,703,Low,v2,Reject
1966,1966,369,High,v1,Approve
1967,1967,760,Low,v2,Reject
1968,1968,533,Low,v2,Reject
1969,1969,607,Medium,v1,Approve
1970,1970,585,Low,v1,Approve
1971,1971,429,High,v1,Approve
1972,1972,500,Low,v1,Approve
1973,1973,562,High,v2,Reject
1974,1974,651,Medium,v1,Reject
1975,1975,388,Low,v2,Approve
1976,1976,667,Low,v2,Approve
1977,1977,353,Medium,v2,Approve
1978,1978,786,Medium,v1,Reject
1979,1979,673,Medium,v1,Reject
1980,1980,496,Medium,v2,Reject
1981,1981,636,Medium,v1,Reject
1982,1982,354,High,v1,Approve
1983,1983,801,High,v1,Approve
1984,1984,589,Medium,v2,Reject
1985,1985,727,Low,v2,Approve
1986,1986,511,High,v1,Reject
1987,1987,636,Low,v2,Approve
1988,1988,848,Medium,v1,Approve
1989,1989,538,High,v1,Reject
1990,1990,738,Medium,v2,Reject
1991,1991,718,High,v2,Approve
1992,1992,342,High,v1,Reject
1993,1993,575,Low,v1,Reject
1994,1994,524,Low,v1,Reject
1995,1995,604,Low,v1,Approve
1996,1996,563,Low,v2,Reject
1997,1997,395,High,v2,Reject
1998,1998,334,Medium,v2,Reject
1999,1999,357,Medium,v2,Approve
2000,2000,546,Medium,v1,Reject
2001,2001,707,Medium,v1,Reject
2002,2002,397,Medium,v1,Reject
2003,2003,627,Low,v2,Reject
2004,2004,772,High,v2,Reject
2005,2005,444,High,v2,Reject
2006,2006,731,High,v2,Reject
2007,2007,394,Medium,v2,Approve
2008,2008,558,Low,v2,Reject
2009,2009,687,Low,v2,Approve
2010,2010,579,Medium,v2,Reject
2011,2011,654,High,v1,Approve
2012,2012,379,Low,v2,Reject
2013,2013,575,High,v2,Approve
2014,2014,666,Medium,v1,Reject
2015,2015,502,Low,v1,Approve
2016,2016,536,Low,v2,Reject
2017,2017,391,Medium,v1,Approve
2018,2018,358,Medium,v2,Approve
2019,2019,470,High,v1,Reject
2020,2020,764,Medium,v2,Reject
2021,2021,315,Medium,v2,Approve
2022,2022,824,High,v1,Reject
2023,2023,822,High,v2,Approve
2024,2024,455,High,v2,Reject
2025,2025,632,Medium,v1,Approve
2026,2026,567,High,v2,Reject
2027,2027,640,High,v2,Reject
2028,2028,624,High,v1,Approve
2029,2029,714,Low,v2,Reject
2030,2030,338,High,v2,Reject
2031,2031,542,Low,v1,Approve
2032,2032,764,Medium,v2,Reject
2033,2033,485,Medium,v2,Reject
2034,2034,377,High,v2,Reject
2035,2035,539,Low,v1,Reject
2036,2036,327,Low,v1,Approve
2037,2037,498,High,v1,Reject
2038,2038,653,Medium,v2,Approve
2039,2039,316,High,v2,Approve
2040,2040,815,High,v1,Approve
2041,2041,784,High,v2,Reject
2042,2042,722,High,v1,Approve
2043,2043,312,Medium,v2,Reject
2044,2044,508,Low,v2,Approve
2045,2045,729,Medium,v2,Approve
2046,2046,308,High,v1,Reject
2047,2047,363,High,v1,Approve
2048,2048,572,Low,v2,Approve
2049,2049,667,Medium,v1,Approve
2050,2050,530,Medium,v1,Reject
2051,2051,424,Medium,v1,Reject
2052,2052,600,Medium,v2,Approve
2053,2053,430,Medium,v2,Approve
2054,2054,300,Low,v2,Reject
2055,2055,430,Low,v1,Approve
2056,2056,347,Medium,v2,Reject
2057,2057,819,Low,v2,Reject
2058,2058,815,High,v2,Reject
2059,2059,744,Low,v2,Reject
2060,2060,543,Low,v1,Approve
2061,2061,666,Low,v1,Approve
2062,2062,796,High,v2,Reject
2063,2063,592,High,v2,Approve
2064,2064,308,High,v2,Approve
2065,2065,734,Low,v2,Reject
2066,2066,499,Medium,v2,Approve
2067,2067,784,Medium,v1,Reject
2068,2068,481,High,v2,Approve
2069,2069,675,Medium,v2,Approve
2070,2070,809,Low,v1,Reject
2071,2071,576,Medium,v1,Approve
2072,2072,802,Low,v1,Approve
2073,2073,649,Medium,v2,Reject
2074,2074,751,Low,v2,Approve
2075,2075,358,Low,v1,Approve
2076,2076,556,High,v1,Approve
2077,2077,586,High,v2,Approve
2078,2078,584,Medium,v2,Reject
2079,2079,630,Low,v1,Approve
2080,2080,555,Medium,v1,Reject
2081,2081,421,High,v1,Approve
2082,2082,548,Medium,v1,Reject
2083,2083,547,High,v2,Reject
2084,2084,802,Medium,v1,Reject
2085,2085,522,Low,v1,Approve
2086,2086,694,Medium,v1,Approve
2087,2087,497,Medium,v1,Reject
2088,2088,779,Medium,v1,Approve
2089,2089,828,Medium,v1,Approve
2090,2090,359,Low,v2,Reject
2091,2091,635,High,v1,Reject
2092,2092,626,Medium,v1,Reject
2093,2093,639,Low,v1,Reject
2094,2094,407,Low,v1,Approve
2095,2095,608,Medium,v2,Approve
2096,2096,330,Low,v1,Approve
2097,2097,392,Low,v2,Reject
2098,2098,645,High,v2,Reject
2099,2099,810,High,v1,Reject
2100,2100,536,Low,v2,Reject
2101,2101,651,Low,v1,Approve
2102,2102,692,Low,v1,Approve
2103,2103,403,High,v1,Reject
2104,2104,448,Medium,v1,Reject
2105,2105,532,Medium,v1,Reject
2106,2106,742,Low,v2,Reject
2107,2107,588,Low,v2,Reject
2108,2108,666,Low,v1,Reject
2109,2109,516,Low,v1,Reject
2110,2110,584,Low,v2,Approve
2111,2111,564,Low,v1,Reject
2112,2112,399,Medium,v1,Reject
2113,2113,672,Medium,v1,Reject
2114,2114,458,Medium,v2,Approve
2115,2115,751,Medium,v1,Reject
2116,2116,769,Medium,v1,Reject
2117,2117,792,Medium,v1,Reject
2118,2118,442,High,v2,Reject
2119,2119,358,High,v2,Reject
2120,2120,455,Low,v1,Reject
2121,2121,316,Low,v1,Approve
2122,2122,494,High,v1,Approve
2123,2123,401,High,v1,Approve
2124,2124,451,High,v1,Approve
2125,2125,536,Low,v2,Approve
2126,2126,406,Medium,v1,Reject
2127,2127,481,Low,v2,Approve
2128,2128,702,Medium,v2,Approve
2129,2129,514,Medium,v2,Approve
2130,2130,623,High,v2,Approve
2131,2131,528,Low,v2,Approve
2132,2132,399,Low,v1,Approve
2133,2133,823,High,v2,Approve
2134,2134,821,High,v2,Reject
2135,2135,331,Low,v2,Approve
2136,2136,422,Medium,v1,Approve
2137,2137,593,Low,v1,Approve
2138,2138,829,Medium,v2,Approve
2139,2139,848,High,v2,Reject
2140,2140,694,Low,v2,Approve
2141,2141,763,Low,v1,Approve
2142,2142,524,Medium,v2,Approve
2143,2143,421,Medium,v1,Reject
2144,2144,810,Medium,v1,Approve
2145,2145,491,Low,v1,Approve
2146,2146,831,Low,v2,Approve
2147,2147,462,Low,v2,Approve
2148,2148,641,Low,v1,Approve
2149,2149,378,Medium,v1,Approve
2150,2150,648,High,v1,Reject
2151,2151,640,Low,v1,Approve
2152,2152,511,Medium,v1,Reject
2153,2153,474,Low,v2,Approve
2154,2154,705,Low,v1,Approve
2155,2155,368,High,v2,Reject
2156,2156,458,Medium,v1,Reject
2157,2157,408,High,v1,Reject
2158,2158,683,Medium,v1,Approve
2159,2159,377,High,v1,Reject
2160,2160,559,Medium,v1,Approve
2161,2161,428,High,v1,Approve
2162,2162,481,High,v2,Reject
2163,2163,635,Medium,v1,Approve
2164,2164,758,Medium,v1,Reject
2165,2165,616,Low,v2,Reject
2166,2166,673,Low,v2,Reject
2167,2167,596,Medium,v2,Approve
2168,2168,680,Medium,v2,Approve
2169,2169,747,Medium,v2,Approve
2170,2170,512,High,v1,Reject
2171,2171,356,Medium,v2,Approve
2172,2172,516,Low,v1,Approve
2173,2173,719,Medium,v2,Reject
2174,2174,388,High,v2,Approve
2175,2175,433,Low,v1,Approve
2176,2176,807,High,v1,Reject
2177,2177,377,Medium,v2,Reject
2178,2178,834,High,v2,Approve
2179,2179,316,Low,v1,Reject
2180,2180,755,Medium,v2,Reject
2181,2181,635,Low,v1,Approve
2182,2182,559,Low,v2,Approve
2183,2183,556,High,v2,Reject
2184,2184,845,High,v1,Approve
2185,2185,664,Medium,v1,Reject
2186,2186,687,Medium,v1,Approve
2187,2187,559,Low,v1,Reject
2188,2188,609,Medium,v2,Reject
2189,2189,742,Low,v2,Approve
2190,2190,725,Low,v1,Reject
2191,2191,418,Medium,v1,Reject
2192,2192,454,Medium,v2,Approve
2193,2193,619,Medium,v2,Reject
2194,2194,598,Medium,v2,Reject
2195,2195,582,Medium,v2,Approve
2196,2196,576,High,v2,Approve
2197,2197,476,Medium,v1,Approve
2198,2198,464,Medium,v2,Reject
2199,2199,359,High,v1,Reject
2200,2200,343,High,v1,Approve
2201,2201,707,Low,v1,Approve
2202,2202,355,High,v2,Approve
2203,2203,645,High,v2,Approve
2204,2204,571,Low,v1,Reject
2205,2205,735,Medium,v2,Reject
2206,2206,333,Medium,v2,Approve
2207,2207,804,Low,v2,Reject
2208,2208,654,Low,v2,Reject
2209,2209,623,Medium,v2,Approve
2210,2210,781,Low,v1,Reject
2211,2211,302,Low,v2,Approve
2212,2212,790,Medium,v2,Approve
2213,2213,801,Low,v1,Approve
2214,2214,647,Medium,v2,Approve
2215,2215,558,Low,v1,Approve
2216,2216,548,Medium,v1,Approve
2217,2217,532,High,v2,Reject
2218,2218,413,High,v2,Reject
2219,2219,814,Medium,v1,Approve
2220,2220,548,Medium,v2,Reject
2221,2221,734,High,v2,Reject
2222,2222,801,High,v1,Reject
2223,2223,556,Low,v1,Approve
2224,2224,586,High,v1,Reject
2225,2225,316,Medium,v2,Approve
2226,2226,645,Medium,v1,Approve
2227,2227,793,Medium,v1,Reject
2228,2228,405,Low,v1,Reject
2229,2229,617,Low,v1,Approve
2230,2230,591,Medium,v1,Reject
2231,2231,617,Low,v1,Approve
2232,2232,669,High,v1,Reject
2233,2233,363,Medium,v1,Reject
2234,2234,422,Medium,v1,Reject
2235,2235,306,Medium,v2,Approve
2236,2236,840,Medium,v2,Approve
2237,2237,392,Low,v1,Approve
2238,2238,414,High,v1,Reject
2239,2239,849,High,v2,Reject
2240,2240,489,Medium,v2,Approve
2241,2241,668,High,v2,Approve
2242,2242,812,Medium,v2,Reject
2243,2243,395,Low,v2,Reject
2244,2244,776,High,v1,Reject
2245,2245,367,Medium,v1,Approve
2246,2246,409,High,v1,Reject
2247,2247,739,High,v2,Reject
2248,2248,317,High,v2,Approve
2249,2249,619,Medium,v2,Approve
2250,2250,423,High,v1,Reject
2251,2251,511,High,v1,Reject
2252,2252,657,Low,v1,Reject
2253,2253,416,Medium,v1,Reject
2254,2254,634,High,v2,Approve
2255,2255,315,High,v2,Reject
2256,2256,384,Medium,v2,Reject
2257,2257,714,High,v2,Approve
2258,2258,332,High,v1,Reject
2259,2259,351,Low,v2,Reject
2260,2260,574,Medium,v2,Reject
2261,2261,573,Low,v2,Approve
2262,2262,816,High,v2,Reject
2263,2263,444,High,v1,Reject
2264,2264,378,Medium,v2,Approve
2265,2265,566,Medium,v1,Reject
2266,2266,472,Low,v2,Reject
2267,2267,633,Medium,v2,Reject
2268,2268,629,High,v2,Approve
2269,2269,697,Medium,v1,Approve
2270,2270,795,Low,v1,Reject
2271,2271,731,Medium,v2,Reject
2272,2272,809,Medium,v1,Reject
2273,2273,360,Low,v1,Approve
2274,2274,799,Low,v2,Approve
2275,2275,554,High,v1,Reject
2276,2276,436,Low,v1,Approve
2277,2277,532,Low,v2,Approve
2278,2278,650,Medium,v1,Approve
2279,2279,738,Low,v1,Approve
2280,2280,597,Medium,v1,Approve
2281,2281,757,Medium,v1,Reject
2282,2282,717,Low,v1,Approve
2283,2283,369,Medium,v2,Approve
2284,2284,711,Low,v1,Approve
2285,2285,660,Medium,v1,Reject
2286,2286,822,Medium,v1,Reject
2287,2287,750,High,v2,Approve
2288,2288,775,Medium,v1,Approve
2289,2289,573,Low,v1,Reject
2290,2290,423,Low,v2,Approve
2291,2291,759,High,v1,Approve
2292,2292,825,Low,v2,Approve
2293,2293,343,Medium,v2,Approve
2294,2294,553,Medium,v1,Approve
2295,2295,729,High,v1,Reject
2296,2296,658,Medium,v2,Reject
2297,2297,692,Low,v2,Approve
2298,2298,599,Low,v2,Reject
2299,2299,408,Low,v1,Reject
2300,2300,820,Low,v2,Reject
2301,2301,653,Medium,v1,Reject
2302,2302,672,Medium,v1,Approve
2303,2303,537,High,v2,Approve
2304,2304,568,High,v1,Approve
2305,2305,673,High,v2,Approve
2306,2306,796,Medium,v1,Reject
2307,2307,837,Medium,v1,Reject
2308,2308,696,Low,v2,Approve
2309,2309,410,Low,v1,Reject
2310,2310,517,Low,v2,Reject
2311,2311,783,High,v2,Reject
2312,2312,774,High,v2,Reject
2313,2313,543,Low,v2,Approve
2314,2314,322,High,v2,Approve
2315,2315,709,Low,v2,Approve
2316,2316,828,High,v2,Reject
2317,2317,575,Low,v1,Approve
2318,2318,371,High,v1,Reject
2319,2319,790,High,v2,Approve
2320,2320,768,Low,v1,Reject
2321,2321,606,High,v1,Approve
2322,2322,757,Low,v1,Approve
2323,2323,637,Medium,v2,Approve
2324,2324,497,Low,v2,Approve
2325,2325,365,Low,v1,Approve
2326,2326,500,Low,v2,Approve
2327,2327,715,High,v1,Reject
2328,2328,703,High,v2,Reject
2329,2329,808,Low,v1,Approve
2330,2330,372,High,v2,Reject
2331,2331,487,Medium,v2,Reject
2332,2332,439,Low,v1,Reject
2333,2333,345,Medium,v1,Approve
2334,2334,822,High,v2,Approve
2335,2335,735,Medium,v2,Reject
2336,2336,545,Medium,v2,Approve
2337,2337,679,High,v2,Approve
2338,2338,607,High,v1,Approve
2339,2339,468,High,v1,Reject
2340,2340,606,High,v1,Approve
2341,2341,383,High,v1,Reject
2342,2342,609,Low,v1,Approve
2343,2343,649,Medium,v1,Reject
2344,2344,382,Medium,v1,Approve
2345,2345,773,Low,v2,Approve
2346,2346,634,Low,v2,Approve
2347,2347,788,Medium,v1,Reject
2348,2348,586,High,v1,Reject
2349,2349,761,High,v2,Approve
2350,2350,510,Medium,v2,Reject
2351,2351,350,Medium,v2,Approve
2352,2352,517,Medium,v2,Approve
2353,2353,452,High,v2,Reject
2354,2354,544,Low,v1,Reject
2355,2355,387,Low,v1,Reject
2356,2356,419,Low,v1,Approve
2357,2357,532,Low,v2,Approve
2358,2358,325,High,v1,Approve
2359,2359,511,Medium,v2,Approve
2360,2360,818,Low,v1,Approve
2361,2361,431,Low,v1,Approve
2362,2362,690,Medium,v1,Reject
2363,2363,342,Medium,v1,Approve
2364,2364,522,High,v1,Approve
2365,2365,784,High,v1,Approve
2366,2366,456,Low,v2,Reject
2367,2367,639,High,v2,Reject
2368,2368,429,Low,v1,Approve
2369,2369,790,High,v1,Reject
2370,2370,826,Low,v2,Reject
2371,2371,646,High,v2,Approve
2372,2372,844,Low,v2,Approve
2373,2373,769,High,v1,Approve
2374,2374,450,Medium,v1,Approve
2375,2375,304,Medium,v1,Approve
2376,2376,517,High,v1,Reject
2377,2377,640,Low,v1,Reject
2378,2378,542,High,v2,Approve
2379,2379,404,Medium,v1,Reject
2380,2380,573,Medium,v1,Reject
2381,2381,517,High,v1,Reject
2382,2382,770,High,v1,Reject
2383,2383,841,Medium,v2,Reject
2384,2384,427,High,v2,Reject
2385,2385,759,High,v2,Reject
2386,2386,399,Low,v1,Approve
2387,2387,300,Medium,v2,Reject
2388,2388,719,High,v1,Reject
2389,2389,419,Low,v2,Reject
2390,2390,423,Medium,v1,Approve
2391,2391,661,Medium,v2,Approve
2392,2392,574,High,v1,Approve
2393,2393,813,Low,v2,Reject
2394,2394,604,Medium,v2,Reject
2395,2395,651,High,v2,Approve
2396,2396,717,High,v1,Reject
2397,2397,641,High,v1,Approve
2398,2398,518,Medium,v1,Approve
2399,2399,751,Medium,v1,Approve
2400,2400,506,Medium,v2,Reject
2401,2401,602,Low,v2,Reject
2402,2402,383,High,v1,Reject
2403,2403,664,Medium,v1,Approve
2404,2404,317,High,v2,Approve
2405,2405,498,Medium,v2,Reject
2406,2406,682,High,v2,Approve
2407,2407,504,Medium,v1,Approve
2408,2408,467,High,v1,Approve
2409,2409,365,High,v1,Approve
2410,2410,404,Low,v2,Reject
2411,2411,738,Medium,v2,Approve
2412,2412,849,High,v1,Reject
2413,2413,393,Low,v1,Reject
2414,2414,382,Medium,v1,Reject
2415,2415,821,Low,v2,Approve
2416,2416,503,Low,v2,Approve
2417,2417,315,Medium,v2,Approve
2418,2418,688,Low,v2,Reject
2419,2419,752,Low,v2,Reject
2420,2420,345,High,v2,Reject
2421,2421,747,High,v2,Reject
2422,2422,395,Medium,v2,Reject
2423,2423,455,Medium,v1,Approve
2424,2424,587,High,v1,Reject
2425,2425,416,Low,v2,Approve
2426,2426,611,Medium,v2,Approve
2427,2427,377,Medium,v2,Reject
2428,2428,316,Medium,v1,Approve
2429,2429,675,Medium,v2,Reject
2430,2430,748,High,v1,Approve
2431,2431,812,Low,v1,Reject
2432,2432,623,Low,v1,Approve
2433,2433,791,High,v2,Approve
