Log_ID,Timestamp,Action,User_Role,Data_Accessed,Compliance_Flag
52593,2025-09-27,VIEW,Admin,Financial,OK
52594,2024-11-17,VIEW,System,Financial,OK
52595,2023-05-27,UPDATE,Admin,Financial,Violation
52596,2024-12-29,VIEW,Admin,PII,OK
52597,2024-11-07,DATA_MASK,Admin,PII,OK
52598,2024-09-21,MODEL_RUN,Admin,PII,OK
52599,2022-03-02,VIEW,System,Financial,OK
52600,2021-01-28,UPDATE,Analyst,PII,OK
52601,2023-03-21,VIEW,Analyst,PII,Violation
52602,2022-10-18,UPDATE,Admin,Financial,Violation
52603,2025-02-23,MODEL_RUN,System,Financial,OK
52604,2022-09-12,VIEW,System,PII,OK
52605,2023-07-20,UPDATE,Admin,Financial,OK
52606,2022-09-03,UPDATE,System,PII,OK
52607,2024-12-11,DATA_MASK,Analyst,Financial,OK
52608,2021-10-09,VIEW,System,Financial,OK
52609,2024-03-07,MODEL_RUN,Admin,Financial,OK
52610,2023-02-25,DATA_MASK,Analyst,PII,OK
52611,2024-04-01,VIEW,Admin,PII,OK
52612,2023-12-05,DATA_MASK,Admin,Financial,OK
52613,2023-06-18,VIEW,Analyst,PII,OK
52614,2023-04-01,MODEL_RUN,Analyst,Financial,Violation
52615,2024-11-06,UPDATE,Analyst,PII,OK
52616,2021-11-27,VIEW,Analyst,Financial,OK
52617,2022-01-01,VIEW,Analyst,Financial,OK
52618,2024-04-30,VIEW,System,PII,OK
52619,2021-10-30,DATA_MASK,System,PII,OK
52620,2021-02-13,UPDATE,Analyst,PII,Violation
52621,2023-10-24,MODEL_RUN,System,PII,OK
52622,2025-02-27,MODEL_RUN,System,PII,OK
52623,2025-01-05,UPDATE,Analyst,PII,OK
52624,2025-02-28,DATA_MASK,System,Financial,OK
52625,2021-07-02,DATA_MASK,Analyst,Financial,OK
52626,2021-02-12,UPDATE,Admin,PII,OK
52627,2023-05-05,DATA_MASK,Admin,PII,OK
52628,2021-01-03,MODEL_RUN,System,Financial,OK
52629,2025-01-29,MODEL_RUN,Admin,Financial,OK
52630,2025-12-06,VIEW,Analyst,PII,OK
52631,2022-10-18,UPDATE,Analyst,Financial,OK
52632,2021-01-23,MODEL_RUN,System,PII,OK
52633,2021-10-04,MODEL_RUN,System,Financial,OK
52634,2023-05-05,DATA_MASK,Admin,PII,OK
52635,2022-03-27,UPDATE,Analyst,PII,OK
52636,2023-02-28,MODEL_RUN,Admin,Financial,OK
52637,2022-08-09,DATA_MASK,System,PII,OK
52638,2025-06-19,VIEW,Admin,PII,OK
52639,2025-10-04,VIEW,System,Financial,Violation
52640,2021-02-18,UPDATE,System,PII,OK
52641,2021-07-10,DATA_MASK,System,PII,OK
52642,2022-08-30,DATA_MASK,Analyst,PII,OK
52643,2021-10-22,UPDATE,System,PII,OK
52644,2023-07-21,UPDATE,System,Financial,OK
52645,2021-10-29,UPDATE,Admin,PII,OK
52646,2023-05-02,MODEL_RUN,Analyst,Financial,OK
52647,2024-01-12,MODEL_RUN,System,PII,OK
52648,2021-01-08,MODEL_RUN,System,PII,OK
52649,2021-12-26,VIEW,Admin,PII,OK
52650,2023-07-11,DATA_MASK,Analyst,PII,Violation
52651,2023-01-15,DATA_MASK,System,Financial,Violation
52652,2021-08-09,MODEL_RUN,Admin,PII,OK
52653,2025-06-21,UPDATE,Admin,PII,OK
52654,2023-11-16,MODEL_RUN,Analyst,Financial,OK
52655,2025-12-20,DATA_MASK,Admin,Financial,OK
52656,2023-01-02,MODEL_RUN,System,PII,OK
52657,2022-09-07,UPDATE,System,Financial,Violation
52658,2023-12-28,VIEW,Analyst,PII,OK
52659,2021-10-16,UPDATE,Analyst,PII,OK
52660,2022-10-01,DATA_MASK,Analyst,Financial,OK
52661,2021-12-24,MODEL_RUN,System,Financial,OK
52662,2021-10-24,MODEL_RUN,System,Financial,OK
52663,2023-08-13,UPDATE,Admin,PII,OK
52664,2024-03-11,VIEW,Analyst,PII,OK
52665,2025-09-28,UPDATE,Admin,Financial,OK
52666,2023-03-04,UPDATE,Admin,Financial,OK
52667,2022-01-02,MODEL_RUN,Analyst,Financial,OK
52668,2022-07-08,MODEL_RUN,System,PII,Violation
52669,2025-07-14,DATA_MASK,Analyst,Financial,OK
52670,2023-07-22,MODEL_RUN,Analyst,PII,OK
52671,2023-01-09,DATA_MASK,System,Financial,OK
52672,2022-09-04,DATA_MASK,Analyst,Financial,OK
52673,2025-04-21,VIEW,System,PII,OK
52674,2021-03-02,DATA_MASK,System,Financial,OK
52675,2022-07-11,MODEL_RUN,Admin,PII,OK
52676,2023-02-22,UPDATE,Analyst,Financial,OK
52677,2025-03-12,DATA_MASK,Admin,Financial,OK
52678,2025-02-25,UPDATE,Analyst,Financial,OK
52679,2021-08-29,UPDATE,Admin,PII,OK
52680,2021-01-10,DATA_MASK,System,PII,OK
52681,2024-05-05,MODEL_RUN,Analyst,Financial,OK
52682,2022-10-16,VIEW,Analyst,PII,OK
52683,2023-06-29,MODEL_RUN,System,Financial,OK
52684,2023-07-25,UPDATE,Admin,Financial,OK
52685,2023-11-11,UPDATE,System,PII,OK
52686,2021-06-02,VIEW,System,Financial,Violation
52687,2025-01-31,MODEL_RUN,System,Financial,OK
52688,2023-05-28,VIEW,Admin,Financial,OK
52689,2024-09-13,MODEL_RUN,System,PII,Violation
52690,2025-11-07,UPDATE,Admin,PII,OK
52691,2025-09-23,UPDATE,Admin,PII,OK
52692,2023-07-06,UPDATE,Analyst,PII,OK
52693,2022-10-13,UPDATE,System,PII,OK
52694,2024-10-23,UPDATE,System,Financial,OK
52695,2025-03-14,DATA_MASK,Admin,Financial,OK
52696,2021-12-19,VIEW,System,PII,OK
52697,2024-09-21,DATA_MASK,Admin,Financial,OK
52698,2023-08-16,MODEL_RUN,Analyst,PII,OK
52699,2025-03-13,DATA_MASK,Admin,Financial,OK
52700,2021-11-27,MODEL_RUN,Analyst,Financial,OK
52701,2024-04-21,UPDATE,System,PII,OK
52702,2024-07-12,VIEW,Admin,Financial,OK
52703,2024-12-29,DATA_MASK,Admin,Financial,Violation
52704,2025-11-10,VIEW,Analyst,PII,OK
52705,2023-02-11,DATA_MASK,Admin,PII,OK
52706,2025-12-02,VIEW,Admin,Financial,OK
52707,2024-09-06,MODEL_RUN,Admin,PII,OK
52708,2025-04-14,UPDATE,System,Financial,OK
52709,2022-05-22,MODEL_RUN,Analyst,PII,OK
52710,2021-03-16,DATA_MASK,Analyst,Financial,OK
52711,2023-04-15,UPDATE,Analyst,PII,OK
52712,2022-01-11,MODEL_RUN,System,Financial,OK
52713,2025-05-23,MODEL_RUN,System,PII,OK
52714,2022-08-18,MODEL_RUN,System,PII,OK
52715,2022-11-12,DATA_MASK,Analyst,PII,Violation
52716,2023-05-12,UPDATE,System,PII,OK
52717,2025-11-23,VIEW,Admin,Financial,OK
52718,2024-10-26,VIEW,Analyst,PII,OK
52719,2022-03-02,VIEW,Admin,PII,Violation
52720,2022-12-12,VIEW,System,Financial,OK
52721,2023-12-07,DATA_MASK,Analyst,Financial,OK
52722,2022-02-21,MODEL_RUN,Admin,Financial,OK
52723,2024-09-04,DATA_MASK,Analyst,Financial,OK
52724,2023-12-11,DATA_MASK,Admin,PII,OK
52725,2024-02-08,DATA_MASK,Analyst,PII,Violation
52726,2022-06-27,VIEW,Admin,PII,OK
52727,2023-01-16,VIEW,Admin,PII,OK
52728,2021-08-19,UPDATE,System,Financial,OK
52729,2024-10-25,UPDATE,Analyst,PII,OK
52730,2023-09-07,UPDATE,System,Financial,OK
52731,2021-11-26,VIEW,Analyst,PII,OK
52732,2022-02-28,MODEL_RUN,Admin,PII,OK
52733,2024-09-07,DATA_MASK,Analyst,PII,OK
52734,2022-02-25,UPDATE,Analyst,Financial,OK
52735,2025-09-19,UPDATE,System,PII,OK
52736,2023-02-27,MODEL_RUN,Analyst,Financial,OK
52737,2025-10-14,MODEL_RUN,Analyst,PII,Violation
52738,2025-06-12,DATA_MASK,Admin,PII,OK
52739,2024-08-20,MODEL_RUN,Analyst,PII,OK
52740,2025-05-11,MODEL_RUN,System,Financial,OK
52741,2024-02-02,MODEL_RUN,System,Financial,OK
52742,2022-01-13,DATA_MASK,Analyst,Financial,OK
52743,2022-12-24,DATA_MASK,Analyst,Financial,OK
52744,2024-05-19,VIEW,Analyst,PII,OK
52745,2023-08-26,MODEL_RUN,Admin,Financial,OK
52746,2021-06-22,VIEW,Admin,PII,Violation
52747,2022-05-21,UPDATE,Analyst,Financial,OK
52748,2024-08-01,UPDATE,Analyst,PII,OK
52749,2025-09-27,UPDATE,Admin,PII,OK
52750,2023-03-13,MODEL_RUN,Admin,Financial,OK
52751,2023-10-02,MODEL_RUN,System,Financial,OK
52752,2021-01-31,DATA_MASK,Admin,Financial,OK
52753,2021-04-18,DATA_MASK,Analyst,PII,OK
52754,2021-11-24,VIEW,Analyst,Financial,OK
52755,2024-10-04,MODEL_RUN,System,PII,OK
52756,2022-01-24,MODEL_RUN,Analyst,Financial,OK
52757,2024-12-07,DATA_MASK,Analyst,Financial,OK
52758,2022-07-09,VIEW,System,Financial,OK
52759,2021-01-04,VIEW,Admin,PII,OK
52760,2023-07-16,VIEW,Analyst,Financial,OK
52761,2022-06-24,VIEW,Analyst,PII,OK
52762,2023-08-25,VIEW,System,PII,OK
52763,2023-08-11,MODEL_RUN,Analyst,PII,OK
52764,2023-06-26,UPDATE,System,PII,OK
52765,2021-05-25,UPDATE,System,Financial,OK
52766,2022-04-29,MODEL_RUN,Admin,Financial,OK
52767,2023-11-19,DATA_MASK,System,Financial,OK
52768,2022-12-15,UPDATE,System,PII,OK
52769,2025-07-04,DATA_MASK,Analyst,Financial,OK
52770,2021-11-25,UPDATE,Admin,Financial,OK
52771,2025-04-23,DATA_MASK,System,PII,OK
52772,2023-05-14,MODEL_RUN,Admin,PII,OK
52773,2025-10-18,VIEW,Analyst,Financial,OK
52774,2024-10-21,MODEL_RUN,Analyst,PII,OK
52775,2021-11-19,VIEW,Admin,Financial,OK
52776,2023-11-17,VIEW,Analyst,PII,OK
52777,2024-07-08,UPDATE,Analyst,PII,OK
52778,2023-07-08,DATA_MASK,System,Financial,OK
52779,2023-10-11,UPDATE,Analyst,PII,OK
52780,2022-05-16,VIEW,Analyst,Financial,OK
52781,2022-03-06,MODEL_RUN,System,PII,OK
52782,2023-12-18,VIEW,Analyst,Financial,OK
52783,2021-12-05,MODEL_RUN,Analyst,Financial,OK
52784,2021-09-17,MODEL_RUN,Admin,PII,OK
52785,2022-03-19,UPDATE,Analyst,PII,OK
52786,2025-06-02,DATA_MASK,Analyst,Financial,Violation
52787,2022-09-16,UPDATE,Admin,Financial,OK
52788,2024-06-27,DATA_MASK,System,PII,OK
52789,2023-10-15,DATA_MASK,Admin,PII,OK
52790,2024-01-25,VIEW,Analyst,PII,OK
52791,2022-10-20,VIEW,System,Financial,OK
52792,2023-08-10,UPDATE,Analyst,PII,OK
52793,2023-03-08,UPDATE,Analyst,Financial,OK
52794,2021-09-12,DATA_MASK,Analyst,PII,OK
52795,2025-02-07,VIEW,System,PII,OK
52796,2024-04-03,VIEW,Admin,PII,OK
52797,2023-05-09,VIEW,System,PII,OK
52798,2022-11-11,VIEW,System,Financial,OK
52799,2025-01-09,DATA_MASK,Analyst,Financial,OK
52800,2022-08-23,DATA_MASK,System,Financial,OK
52801,2024-02-08,UPDATE,System,Financial,OK
52802,2021-02-02,MODEL_RUN,System,Financial,OK
52803,2024-03-20,DATA_MASK,Analyst,Financial,OK
52804,2021-09-19,MODEL_RUN,Analyst,Financial,OK
52805,2023-06-01,MODEL_RUN,System,Financial,OK
52806,2023-01-28,VIEW,System,PII,OK
52807,2025-04-02,MODEL_RUN,System,PII,OK
52808,2022-11-27,MODEL_RUN,Analyst,Financial,OK
52809,2021-08-17,UPDATE,System,PII,OK
52810,2023-06-10,VIEW,System,Financial,OK
52811,2024-03-12,MODEL_RUN,System,Financial,Violation
52812,2023-07-26,MODEL_RUN,Admin,PII,OK
52813,2023-12-26,UPDATE,Admin,PII,OK
52814,2021-03-02,VIEW,Analyst,PII,OK
52815,2024-11-30,UPDATE,Analyst,Financial,OK
52816,2025-01-22,UPDATE,Analyst,PII,OK
52817,2023-09-28,VIEW,Admin,Financial,OK
52818,2023-05-14,UPDATE,Analyst,PII,OK
52819,2024-02-14,UPDATE,System,PII,OK
52820,2023-03-29,DATA_MASK,Analyst,PII,OK
52821,2022-03-25,MODEL_RUN,System,PII,OK
52822,2023-07-20,MODEL_RUN,System,PII,OK
52823,2024-12-21,VIEW,System,Financial,OK
52824,2021-02-14,UPDATE,Admin,PII,OK
52825,2024-03-06,MODEL_RUN,System,PII,OK
52826,2022-12-28,UPDATE,System,Financial,OK
52827,2022-02-01,UPDATE,Admin,PII,OK
52828,2025-08-24,VIEW,Admin,Financial,OK
52829,2025-10-11,UPDATE,Analyst,PII,Violation
52830,2022-01-12,DATA_MASK,Admin,PII,OK
52831,2021-10-29,UPDATE,Analyst,PII,OK
52832,2021-11-18,UPDATE,System,Financial,OK
52833,2023-01-28,VIEW,Admin,Financial,OK
52834,2025-08-13,UPDATE,System,PII,Violation
52835,2023-01-24,VIEW,System,PII,OK
52836,2025-05-12,UPDATE,System,Financial,OK
52837,2022-11-24,MODEL_RUN,Admin,PII,OK
52838,2025-02-22,MODEL_RUN,System,Financial,OK
52839,2024-09-30,MODEL_RUN,Analyst,PII,OK
52840,2021-07-15,MODEL_RUN,Analyst,PII,OK
52841,2024-03-08,MODEL_RUN,Admin,Financial,Violation
52842,2024-03-04,DATA_MASK,System,PII,OK
52843,2024-05-21,VIEW,System,PII,OK
52844,2024-05-26,UPDATE,System,Financial,Violation
52845,2023-01-03,MODEL_RUN,System,PII,OK
52846,2023-05-02,VIEW,Analyst,Financial,OK
52847,2021-10-29,VIEW,Analyst,PII,OK
52848,2023-08-02,VIEW,Admin,PII,OK
52849,2022-01-09,DATA_MASK,Admin,Financial,OK
52850,2022-02-02,VIEW,Analyst,PII,OK
52851,2021-11-08,MODEL_RUN,System,PII,OK
52852,2025-07-06,MODEL_RUN,Admin,PII,OK
52853,2023-10-18,DATA_MASK,System,Financial,OK
52854,2022-02-22,MODEL_RUN,Admin,PII,OK
52855,2021-01-19,MODEL_RUN,System,PII,OK
52856,2024-03-15,DATA_MASK,System,Financial,Violation
52857,2025-04-17,VIEW,Analyst,PII,OK
52858,2023-08-30,DATA_MASK,Analyst,Financial,OK
52859,2024-08-30,MODEL_RUN,Admin,Financial,OK
52860,2024-09-13,DATA_MASK,Analyst,PII,OK
52861,2025-03-14,VIEW,Analyst,Financial,OK
52862,2024-04-15,MODEL_RUN,Admin,Financial,OK
52863,2024-12-14,DATA_MASK,Analyst,Financial,OK
52864,2021-06-03,MODEL_RUN,Admin,PII,OK
52865,2021-09-04,MODEL_RUN,Admin,PII,OK
52866,2024-04-01,MODEL_RUN,Analyst,PII,OK
52867,2025-11-24,VIEW,System,Financial,Violation
52868,2023-04-21,DATA_MASK,Analyst,PII,OK
52869,2022-04-09,UPDATE,Admin,PII,OK
52870,2022-10-13,DATA_MASK,Admin,PII,OK
52871,2021-07-24,VIEW,Analyst,Financial,OK
52872,2022-09-12,DATA_MASK,Analyst,Financial,OK
52873,2022-12-09,DATA_MASK,Admin,PII,OK
52874,2022-06-05,MODEL_RUN,Analyst,PII,OK
52875,2021-03-29,DATA_MASK,Analyst,Financial,OK
52876,2022-06-12,MODEL_RUN,Analyst,Financial,OK
52877,2025-08-06,UPDATE,Analyst,Financial,OK
52878,2024-02-14,VIEW,Admin,Financial,OK
52879,2025-11-23,MODEL_RUN,Analyst,PII,OK
52880,2022-06-26,VIEW,System,PII,OK
52881,2022-04-09,VIEW,Admin,Financial,OK
52882,2023-05-03,DATA_MASK,Analyst,PII,OK
52883,2024-05-29,DATA_MASK,Admin,PII,OK
52884,2025-05-10,MODEL_RUN,System,Financial,OK
52885,2024-02-05,MODEL_RUN,System,PII,OK
52886,2024-07-15,MODEL_RUN,System,PII,OK
52887,2025-01-11,MODEL_RUN,Admin,PII,OK
52888,2021-03-24,VIEW,Analyst,PII,OK
52889,2022-09-02,MODEL_RUN,Analyst,Financial,OK
52890,2025-03-25,VIEW,System,PII,OK
52891,2025-07-03,MODEL_RUN,Analyst,PII,OK
52892,2021-07-09,DATA_MASK,System,PII,OK
52893,2024-04-14,MODEL_RUN,System,PII,OK
52894,2025-01-26,DATA_MASK,Analyst,PII,OK
52895,2024-06-18,DATA_MASK,System,PII,OK
52896,2022-02-14,MODEL_RUN,Admin,Financial,OK
52897,2022-11-01,DATA_MASK,Admin,PII,OK
52898,2025-02-26,UPDATE,Analyst,Financial,OK
52899,2024-06-09,DATA_MASK,Admin,Financial,Violation
52900,2022-10-17,VIEW,System,Financial,OK
52901,2024-01-17,MODEL_RUN,Admin,PII,OK
52902,2025-10-05,UPDATE,System,Financial,OK
52903,2021-04-27,VIEW,Analyst,PII,OK
52904,2024-01-27,UPDATE,Admin,Financial,OK
52905,2024-04-19,VIEW,System,PII,OK
52906,2023-06-16,DATA_MASK,Analyst,PII,Violation
52907,2022-10-03,DATA_MASK,System,PII,OK
52908,2024-03-18,VIEW,Analyst,PII,OK
52909,2025-10-04,MODEL_RUN,Admin,PII,OK
52910,2024-03-29,UPDATE,System,PII,OK
52911,2025-07-17,UPDATE,System,Financial,OK
52912,2021-12-13,MODEL_RUN,System,Financial,OK
52913,2021-05-29,DATA_MASK,Admin,Financial,OK
52914,2022-06-11,MODEL_RUN,Analyst,PII,OK
52915,2024-06-02,DATA_MASK,Admin,PII,OK
52916,2025-11-30,MODEL_RUN,Admin,PII,OK
52917,2021-06-23,MODEL_RUN,Analyst,PII,Violation
52918,2023-05-20,UPDATE,Admin,Financial,Violation
52919,2023-12-21,DATA_MASK,Analyst,Financial,Violation
52920,2021-08-01,UPDATE,Admin,Financial,OK
52921,2025-08-15,MODEL_RUN,Admin,PII,Violation
52922,2021-03-21,DATA_MASK,Admin,PII,OK
52923,2025-06-11,DATA_MASK,Analyst,Financial,OK
52924,2025-01-20,VIEW,System,PII,OK
52925,2022-03-27,DATA_MASK,Analyst,Financial,Violation
52926,2023-05-09,MODEL_RUN,Analyst,PII,OK
52927,2021-01-05,DATA_MASK,Admin,PII,OK
52928,2022-10-08,UPDATE,Admin,Financial,OK
52929,2022-08-17,MODEL_RUN,System,Financial,Violation
52930,2023-08-20,UPDATE,Analyst,Financial,OK
52931,2023-05-20,VIEW,Admin,PII,OK
52932,2022-12-08,UPDATE,Analyst,Financial,OK
52933,2021-09-04,MODEL_RUN,Analyst,Financial,Violation
52934,2024-06-03,DATA_MASK,Analyst,PII,OK
52935,2025-02-24,UPDATE,System,PII,OK
52936,2022-07-26,VIEW,Admin,PII,OK
52937,2023-12-01,DATA_MASK,System,PII,OK
52938,2021-04-02,MODEL_RUN,Analyst,Financial,OK
52939,2023-12-28,UPDATE,Analyst,PII,OK
52940,2021-05-22,DATA_MASK,System,Financial,OK
52941,2024-03-03,VIEW,Admin,PII,OK
52942,2024-03-14,MODEL_RUN,Analyst,PII,OK
52943,2022-07-21,VIEW,System,PII,OK
52944,2022-09-13,VIEW,Admin,PII,Violation
52945,2022-01-28,UPDATE,Analyst,Financial,OK
52946,2022-08-18,DATA_MASK,Analyst,PII,OK
52947,2024-11-26,VIEW,Analyst,Financial,Violation
52948,2023-12-03,MODEL_RUN,Analyst,Financial,OK
52949,2023-11-13,DATA_MASK,Admin,Financial,OK
52950,2023-06-13,VIEW,Analyst,PII,Violation
52951,2023-07-14,VIEW,Admin,Financial,OK
52952,2022-02-25,UPDATE,System,PII,OK
52953,2025-09-07,MODEL_RUN,System,Financial,OK
52954,2022-02-25,DATA_MASK,Admin,Financial,OK
52955,2023-02-26,UPDATE,Admin,Financial,OK
52956,2023-06-16,UPDATE,System,PII,OK
52957,2021-09-19,VIEW,Analyst,PII,OK
52958,2025-12-23,DATA_MASK,System,PII,OK
52959,2022-05-10,MODEL_RUN,System,Financial,OK
52960,2024-08-31,DATA_MASK,Admin,Financial,OK
52961,2024-12-15,DATA_MASK,Admin,Financial,OK
52962,2023-06-26,UPDATE,Admin,PII,OK
52963,2022-12-17,MODEL_RUN,Admin,PII,OK
52964,2025-11-05,DATA_MASK,Analyst,Financial,OK
52965,2023-08-25,MODEL_RUN,Admin,PII,OK
52966,2024-09-11,VIEW,Admin,PII,OK
52967,2025-05-11,DATA_MASK,System,Financial,OK
52968,2021-06-14,UPDATE,Admin,Financial,OK
52969,2025-11-06,UPDATE,Admin,Financial,OK
52970,2024-01-04,UPDATE,Analyst,Financial,OK
52971,2021-02-22,UPDATE,Admin,Financial,Violation
52972,2023-06-04,VIEW,Admin,Financial,OK
52973,2021-10-29,DATA_MASK,Analyst,PII,OK
52974,2023-11-25,DATA_MASK,Analyst,PII,OK
52975,2021-05-19,DATA_MASK,Analyst,PII,OK
52976,2025-01-23,DATA_MASK,System,Financial,OK
52977,2024-07-03,DATA_MASK,Analyst,PII,OK
52978,2021-12-28,UPDATE,Admin,PII,OK
52979,2025-11-15,UPDATE,Admin,Financial,OK
52980,2023-10-29,DATA_MASK,Analyst,PII,OK
52981,2024-01-13,MODEL_RUN,Admin,Financial,OK
52982,2025-07-15,DATA_MASK,Analyst,Financial,Violation
52983,2025-02-22,UPDATE,Admin,PII,Violation
52984,2021-01-02,MODEL_RUN,Analyst,Financial,Violation
52985,2025-12-17,DATA_MASK,System,PII,OK
52986,2023-10-07,MODEL_RUN,Analyst,PII,OK
52987,2025-10-13,MODEL_RUN,Admin,Financial,OK
52988,2025-11-20,VIEW,Admin,PII,OK
52989,2023-11-26,UPDATE,Analyst,PII,OK
52990,2022-10-04,MODEL_RUN,Analyst,Financial,OK
52991,2021-10-06,UPDATE,System,PII,OK
52992,2022-12-06,UPDATE,Admin,Financial,OK
52993,2022-03-29,MODEL_RUN,Analyst,PII,OK
52994,2024-06-09,UPDATE,Analyst,PII,OK
52995,2021-03-05,MODEL_RUN,Admin,Financial,OK
52996,2024-04-24,MODEL_RUN,Admin,Financial,Violation
52997,2021-07-01,MODEL_RUN,Analyst,PII,OK
52998,2022-07-28,DATA_MASK,Admin,PII,OK
52999,2023-01-13,UPDATE,Analyst,Financial,Violation
53000,2022-11-19,UPDATE,Analyst,Financial,OK
53001,2025-06-20,MODEL_RUN,System,Financial,OK
53002,2023-09-10,UPDATE,Admin,PII,Violation
53003,2023-05-02,UPDATE,System,Financial,OK
53004,2024-08-07,DATA_MASK,System,Financial,Violation
53005,2023-04-25,DATA_MASK,Admin,Financial,OK
53006,2023-05-12,DATA_MASK,System,PII,OK
53007,2024-08-10,UPDATE,System,PII,Violation
53008,2023-06-23,MODEL_RUN,Analyst,Financial,OK
53009,2021-11-26,MODEL_RUN,System,Financial,OK
53010,2022-01-17,VIEW,Analyst,PII,OK
53011,2023-01-27,DATA_MASK,Analyst,PII,OK
53012,2022-03-17,MODEL_RUN,Admin,Financial,OK
53013,2025-10-20,MODEL_RUN,Analyst,PII,OK
53014,2025-03-03,DATA_MASK,Admin,Financial,OK
53015,2022-07-13,DATA_MASK,Analyst,PII,OK
53016,2023-09-20,VIEW,Analyst,Financial,Violation
53017,2022-05-28,MODEL_RUN,System,Financial,OK
53018,2021-06-20,MODEL_RUN,Admin,PII,OK
53019,2023-05-12,DATA_MASK,Analyst,Financial,OK
53020,2023-07-10,VIEW,System,Financial,OK
53021,2025-12-22,MODEL_RUN,System,Financial,OK
53022,2023-03-07,DATA_MASK,Analyst,PII,OK
53023,2023-11-11,VIEW,Admin,PII,OK
53024,2022-08-08,DATA_MASK,System,PII,OK
53025,2025-02-09,VIEW,Admin,PII,OK
53026,2022-08-26,UPDATE,Admin,PII,OK
53027,2025-10-15,MODEL_RUN,System,Financial,OK
53028,2023-03-21,DATA_MASK,System,PII,OK
53029,2023-03-19,UPDATE,System,Financial,OK
53030,2025-09-02,DATA_MASK,Analyst,Financial,OK
53031,2022-07-05,MODEL_RUN,System,PII,Violation
53032,2024-03-11,UPDATE,Admin,Financial,OK
53033,2023-03-20,UPDATE,Admin,PII,OK
53034,2024-03-16,UPDATE,Analyst,PII,OK
53035,2024-08-23,MODEL_RUN,Admin,Financial,OK
53036,2025-02-02,MODEL_RUN,Analyst,Financial,OK
53037,2022-08-06,UPDATE,System,Financial,OK
53038,2024-03-08,DATA_MASK,Admin,PII,OK
53039,2021-12-06,UPDATE,Analyst,Financial,OK
53040,2022-01-26,DATA_MASK,System,PII,OK
53041,2024-02-06,DATA_MASK,Analyst,PII,OK
53042,2025-04-24,DATA_MASK,Analyst,PII,OK
53043,2024-06-19,UPDATE,System,Financial,Violation
53044,2024-06-12,MODEL_RUN,System,Financial,OK
53045,2022-05-24,VIEW,Analyst,PII,OK
53046,2022-07-20,VIEW,Analyst,Financial,OK
53047,2023-11-07,UPDATE,System,Financial,OK
53048,2025-04-11,MODEL_RUN,Admin,PII,OK
53049,2024-03-11,UPDATE,Admin,PII,OK
53050,2025-06-29,VIEW,Admin,Financial,OK
53051,2023-08-18,DATA_MASK,Analyst,PII,OK
53052,2023-05-08,MODEL_RUN,Admin,Financial,OK
53053,2023-02-26,DATA_MASK,Admin,PII,OK
53054,2025-03-24,DATA_MASK,Admin,Financial,OK
53055,2021-09-17,UPDATE,Admin,Financial,OK
53056,2021-06-26,DATA_MASK,Analyst,Financial,OK
53057,2024-03-04,VIEW,Analyst,Financial,OK
53058,2022-06-09,DATA_MASK,System,PII,OK
53059,2022-08-15,MODEL_RUN,System,Financial,OK
53060,2024-04-17,VIEW,System,PII,OK
53061,2023-09-21,UPDATE,Admin,PII,OK
53062,2022-04-27,VIEW,Admin,Financial,Violation
53063,2025-08-26,VIEW,Admin,PII,OK
53064,2022-08-24,UPDATE,Admin,PII,OK
53065,2025-04-16,MODEL_RUN,Admin,PII,OK
53066,2025-12-01,UPDATE,Admin,PII,OK
53067,2023-03-10,VIEW,Admin,Financial,OK
53068,2022-07-31,MODEL_RUN,System,PII,OK
53069,2022-06-29,VIEW,System,Financial,Violation
53070,2022-02-17,MODEL_RUN,Analyst,PII,OK
53071,2025-08-30,DATA_MASK,System,Financial,OK
53072,2023-09-13,DATA_MASK,System,PII,OK
53073,2021-09-28,MODEL_RUN,Analyst,PII,OK
53074,2023-02-14,VIEW,Analyst,PII,OK
53075,2023-02-08,MODEL_RUN,System,Financial,Violation
53076,2021-02-26,MODEL_RUN,System,PII,OK
53077,2022-04-13,VIEW,Analyst,Financial,OK
53078,2022-12-22,VIEW,System,PII,OK
53079,2023-06-09,DATA_MASK,Analyst,PII,OK
53080,2022-06-03,MODEL_RUN,Analyst,PII,OK
53081,2024-10-19,DATA_MASK,Admin,Financial,OK
53082,2025-06-11,VIEW,System,PII,OK
53083,2022-02-16,DATA_MASK,Analyst,Financial,OK
53084,2024-06-17,DATA_MASK,Admin,PII,OK
53085,2024-09-08,MODEL_RUN,Admin,PII,OK
53086,2024-06-01,DATA_MASK,System,Financial,Violation
53087,2025-07-10,UPDATE,Admin,Financial,OK
53088,2025-12-19,VIEW,Analyst,PII,OK
53089,2022-09-30,UPDATE,System,PII,OK
53090,2024-03-11,DATA_MASK,System,PII,OK
53091,2021-08-08,MODEL_RUN,System,Financial,OK
53092,2025-04-10,MODEL_RUN,Analyst,Financial,Violation
53093,2022-12-25,UPDATE,System,PII,OK
53094,2022-12-26,VIEW,Admin,PII,OK
53095,2022-07-15,DATA_MASK,Admin,PII,OK
53096,2021-08-05,UPDATE,Analyst,PII,OK
53097,2023-12-14,VIEW,Admin,Financial,Violation
53098,2022-11-02,VIEW,System,PII,OK
53099,2025-05-11,MODEL_RUN,Analyst,PII,OK
53100,2023-06-30,MODEL_RUN,Analyst,Financial,OK
53101,2023-08-27,VIEW,Admin,Financial,OK
